sent_id,pair_id,model,model_short,lang,site,sens_level,concept_class,concept_en,subject_en,stance_strength,evidence_line,frame,part,cell_type,text,mention,mention_n_subtokens,n_tokens,layer,site_idx,vec_norm,vector_id,desc_id,selected_k,description,faith_cos,faith_mse
REP-003|zh|hanzi#5,REP-003,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom,,,representation,C3,core,baseline,有位學生下課後留下來，特地跑去問老師關於自由的問題。,自由,1,19,32,17,60682.44140625,REP-003|zh|hanzi#5#siteA,REP-003|zh|hanzi#5#siteA#k4,4,"Educational forum/question format: a student seeking a book recommendation, establishing a quote about calculus textbook content in Taiwan.

The phrase ""自由"" signals a keyword or subject tag (""自由意志、自由""), likely referencing the classic liberal arts topic of freedom/academic subject matter for the textbook discussion.

Final token ""自由"" ends a topic phrase (""自由...叫做自由的课程，也就是自由""), immediately requiring a noun phrase — likely ""的作文"" or ""的数学"" to complete the subject, or ""意志的例子"" or ""的定义"" or ""in the course"" or ""选择的例子"" implying the specific topic of free will or textbook curriculum.",0.994752,0.010496
REP-003|zh|hanzi#5,REP-003,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom,,,representation,C3,core,baseline,有位學生下課後留下來，特地跑去問老師關於自由的問題。,自由,1,19,32,19,68489.65625,REP-003|zh|hanzi#5#siteB,REP-003|zh|hanzi#5#siteB#k2,2,"Educational narrative structure signals a story-based teaching context, establishing a teacher-student dialogue about philosophical inquiry.

The phrase ""学生问了一位老师许多问题"" sets up a scene of a student seeking an unusual or surprising topic, implying the conversation had a specific or curious outcome.

Final token ""课。"" closes a narrative introduction phrase (""这个学生向老师提问。""), immediately expecting elaboration — likely ""他问..."" or ""

老师的回答..."" or ""这个男孩对哲学非常感兴趣"" or ""「我问...」"" or ""以下是对话的内容"" or ""这个行为令人惊讶，因为..."" referencing the student's unusual topic of teaching.",0.996269,0.007461
REP-004|en|latin#8,REP-004,google/gemma-3-12b-it,Gemma,en,A,S1,S,freedom,,,representation,C4,core,baseline,"While a few friends were chatting, the conversation eventually turned to freedom, and they debated it with real enthusiasm.",freedom,1,22,32,13,68590.59375,REP-004|en|latin#8#siteA,REP-004|en|latin#8#siteA#k2,2,"Conversational/reflective tone signals a blog or podcast intro, establishing philosophical or personal tone around a topic.

The phrase ""The topic is freedom"" introduces a topic sentence, implying a thematic discussion about freedom or the ""freedom"" concept, likely referencing personal values or a political/social commentary on American life.

Final token ""freedom"" ends a subject phrase (""the topic of freedom is called freedom...""), immediately expecting a noun phrase like ""of speech"" or a contextual elaboration — ""and responsibility"" or ""in the Bible"" or ""of making choices."" or ""– the dreaded topic."" or ""or...what kind of life."" referencing the libertarian/US context.",0.995979,0.008042
REP-004|en|latin#8,REP-004,google/gemma-3-12b-it,Gemma,en,B,S1,S,freedom,,,representation,C4,core,baseline,"While a few friends were chatting, the conversation eventually turned to freedom, and they debated it with real enthusiasm.",freedom,1,22,32,22,81365.2265625,REP-004|en|latin#8#siteB,REP-004|en|latin#8#siteB#k3,3,"Literary/narrative frame signals an essay or conversational piece, establishing a reflective tone suggesting a philosophical or intellectual discussion about a disagreement among friends.

The phrase ""They began debating the matter...the group argued"" sets up a narrative introduction, implying a report on a conversation or moral argument involving the novel's theme of justice and human nature.

Final sentence ""They debated the topic at length."" introduces a transition — likely ""One person said..."" or ""But then..."" or ""The first was a philosopher"" or ""They included..."" or ""One of them eventually summarized..."" or "" ""David, a student, raised the distinction..."" — a narrator observing the varied perspectives.",0.997161,0.005679
REP-004|zh|hanzi#7,REP-004,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了自由，討論得相當熱烈。,自由,1,21,32,14,60177.58984375,REP-004|zh|hanzi#7#siteA,REP-004|zh|hanzi#7#siteA#k0,0,"Q&A forum structure signals a Chinese/Taiwanese lifestyle or personal finance question, establishing thematic tone around a relationship/work topic.

The phrase ""自由"" opens a keyword list or topic summary, suggesting ""自由、自由恋爱、自由意志"" typically precedes a topic tag about freelancing or personal choice.

Final token ""自由"" ends a topic keyword phrase (""自由…包括自由""), immediately requiring a noun about the book title — likely ""的恋爱"" or ""职业"" to complete the concept, or ""性。"" or ""的定义"" or ""在财务管理中的概念"" — the word ""自由"" likely references the podcast/topic subject.",0.994388,0.011224
REP-004|zh|hanzi#7,REP-004,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了自由，討論得相當熱烈。,自由,1,21,32,21,90181.25,REP-004|zh|hanzi#7#siteB,REP-004|zh|hanzi#7#siteB#k4,4,"Conversational/forum register establishes a Taiwan/Chinese cultural context, with a personal recollection introducing a group discussion about a philosophical topic.

The phrase ""我们当时在讨论这个问题，大家都起了头。"" signals a narrative shift toward observations or reflections on the group dynamics during the brainstorming session.

Final token ""团员。 "" ends an introductory sentence setup (""…大家开始讨论。""), immediately expecting elaboration — likely ""其中有人..."" or ""于是我发现..."" or ""

有人提出了..."" or ""但这个概念也不同。"" or ""后来我们讨论..."" or ""每个人都对这个词有不同的看法。"" framing the diverse outcomes or definition of ""happiness.""",0.996425,0.00715
REP-005|en|latin#10,REP-005,google/gemma-3-12b-it,Gemma,en,A,S1,S,freedom,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed freedom at some length.",freedom,1,20,32,16,70631.0234375,REP-005|en|latin#10#siteA,REP-005|en|latin#10#siteA#k1,1,"Academic/philosophical tone signals a reflective post or essay exploring a question about human condition and morality.

The phrase ""The topic of freedom is discussed under the concept of freedom"" introduces a scholarly framing, suggesting an essay or lecture outline referencing the Enlightenment idea of freedom, likely linking ""freedom"" as a paradox or tension.

Final token ""freedom"" ends a topic introduction phrase (""discusses the concept of freedom...referred to as freedom""), immediately expecting elaboration like ""of speech"" or ""in literature,"" or ""as the moral responsibility"" or ""from the ancient Greeks."" or ""and slavery vs. choice."" or ""in a way that..."" — a definition or argument.",0.996149,0.007703
REP-005|en|latin#10,REP-005,google/gemma-3-12b-it,Gemma,en,B,S1,S,freedom,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed freedom at some length.",freedom,1,20,32,20,83935.234375,REP-005|en|latin#10#siteB,REP-005|en|latin#10#siteB#k1,1,"Personal blog/reflective tone signals an informal, conversational post introducing a reading experience or opinion piece.

The phrase ""I came across a passage in a book that struck me"" establishes context — the reader is about to share or reflect on the passage they read, likely the philosophical/political argument about freedom.

Final token ""freedom."" ends a declarative sentence opener (""I was reading a passage...""), immediately expecting elaboration — ""It made me think"" or ""The passage referenced..."" or ""It was particularly interesting."" or ""The author called it..."" or ""It made me curious."" or ""Specifically the quote from the government document"" — linking the thought to the philosophical reflection.",0.997445,0.00511
REP-005|zh|hanzi#9,REP-005,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講自由的文字。,自由,1,20,32,17,62480.625,REP-005|zh|hanzi#9#siteA,REP-005|zh|hanzi#9#siteA#k3,3,"Academic/blog tone established: philosophical-cultural discussion about Taiwanese literary context, suggesting a personal reflective or essay framing.

The phrase ""我们常听到自由"" introduces a topic sentence, implying a question about the book's themes — freedom, individuality, or self-determination — typical of a forum or educational post.

Final token ""自由"" ends a keyword topic tag (""自由，自由意志...""), immediately requiring a noun phrase like ""的選擇"" or ""意志的概念"" to complete the phrase, likely followed by ""的教育"" or ""的艺术"" or ""之概念"" or ""的贸易"" referencing the subject matter or the book's classic libertarian debate.",0.995172,0.009656
REP-005|zh|hanzi#9,REP-005,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講自由的文字。,自由,1,20,32,20,82890.34375,REP-005|zh|hanzi#9#siteB,REP-005|zh|hanzi#9#siteB#k2,2,"Conversational blog/reading tone signals a personal reflection, establishing context of Taiwanese or Taiwanese citizen reacting to a philosophical book excerpt.

The phrase ""我剛讀了那個法令，它的內容讓我很受到觸動"" sets up a first-person anecdote about encountering the definition of ""freedom"" from the quote.

Final token ""法令。 "" ends a introductory clause (""我在裡面的一段話，正好讓我想到...""), immediately expecting elaboration — likely ""它說..."" or ""那個作者的內容讓我..."" or ""裡面提到..."" or ""我想了一下，覺得很有趣。"" or ""那個概念让我忍不住去思考"" referencing the quote or the quoted passage of inspiration.",0.996495,0.00701
REP-006|en|latin#12,REP-006,google/gemma-3-12b-it,Gemma,en,A,S1,S,freedom,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom in depth.",freedom,1,21,32,18,68993.1796875,REP-006|en|latin#12#siteA,REP-006|en|latin#12#siteA#k4,4,"Academic literary/cultural context: formal introduction to a book review or essay, establishing intellectual inquiry into a philosophical theme.

The phrase ""This book explores the question of freedom"" signals a bibliographic or methodological summary statement, suggesting a thematic statement about the novel's argument connecting freedom, aesthetics, and the Enlightenment.

Final token ""freedom"" ends a topic clause (""explores the subject of freedom, focusing on freedom...""), immediately expecting elaboration — likely ""in literature"" or ""of thought,"" or ""as a concept in the context of..."" or ""from the perspective of the Russian novel"" or ""in the novel"" or ""excessively—particularly..."" referencing the subject matter.",0.99687,0.006261
REP-006|en|latin#12,REP-006,google/gemma-3-12b-it,Gemma,en,B,S1,S,freedom,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom in depth.",freedom,1,21,32,21,71555.546875,REP-006|en|latin#12#siteB,REP-006|en|latin#12#siteB#k1,1,"Academic/book review register signals a formal summary or review of a philosophical work on freedom, establishing context for a scholarly description.

The phrase ""The book sets out to explore the concept of freedom, as the author's stated purpose"" introduces a citation or introductory statement, suggesting the book's thesis or argument follows.

Final sentence ""The author has set out to write this book, inspired by the idea of freedom."" establishes a framing statement — immediately expects elaboration like ""He surveys..."" or ""The first part..."" or ""But the book moves beyond..."" or ""Freedom is defined as..."" or ""She applies this to various disciplines"" or ""The argument begins by...""",0.9965,0.007
REP-006|zh|hanzi#11,REP-006,google/gemma-3-12b-it,Gemma,zh,A,S1,S,freedom,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談自由。,自由,1,23,32,22,64243.18359375,REP-006|zh|hanzi#11#siteA,REP-006|zh|hanzi#11#siteA#k3,3,"Cultural/intellectual blog tone: a book review or essay is being introduced, establishing a philosophical Chinese-Taiwanese context.

The phrase ""我想我的文章是关于自由"" signals a thematic statement about the book, priming a key topic word like ""自由"" or ""自由意志"" as a core concept.

Final token ""自由"" ends a topic phrase (""谈论自由，这个名字叫做自由""), immediately expecting elaboration — likely ""的意义"" or ""贸易"" to complete the subject, or ""。这个观点..."" or ""的写作。"" or ""艺术。"" — a noun phrase referencing Hayek or the book title or the libertarian concept of independent choices.",0.995269,0.009462
REP-006|zh|hanzi#11,REP-006,google/gemma-3-12b-it,Gemma,zh,B,S1,S,freedom,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談自由。,自由,1,23,32,23,78862.1640625,REP-006|zh|hanzi#11#siteB,REP-006|zh|hanzi#11#siteB#k1,1,"Book review genre signals: a critical reading/commentary introducing a Taiwanese nonfiction book about freedom, establishing context of the philosophical concept.

The phrase ""本書的主題是自由。作者的目的就是述說自由的定義。"" sets up a direct quote or elaboration from the book itself.

Final sentence ""他以自由為目標。"" opens a thematic statement — ""他把自由視為核心..."" expects elaboration like ""而這本書卻..."" or ""但自由的定義在現代社會..."" or ""他寫了什麼樣的自由。"" or ""「然而，這個概念」或是 ""這個說法讓人好奇..."" linking to the author's unconventional book.",0.996324,0.007352
REP-007|en|latin#14,REP-007,google/gemma-3-12b-it,Gemma,en,A,S1,S,democracy,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing democracy and shared a range of different views.",democracy,1,26,32,18,69091.1328125,REP-007|en|latin#14#siteA,REP-007|en|latin#14#siteA#k0,0,"Academic/political newspaper context signals a formal, informational tone — a book review or commentary introduction about civic engagement and democracy.

The phrase ""The topic of democracy"" introduces a subject statement, establishing a question or reflection about a specific topic, likely democracy or participatory governance.

Final token ""democracy"" ends a topic introduction phrase (""write about democracy...on the topic of democracy""), immediately expecting a noun phrase like ""and participatory democracy"" or ""in its current form"" — likely ""by the citizens,"" or ""versus autocracy"" or ""in the United States."" or ""itself."" or ""some questions about the process of voting.""",0.997215,0.00557
REP-007|en|latin#14,REP-007,google/gemma-3-12b-it,Gemma,en,B,S1,S,democracy,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing democracy and shared a range of different views.",democracy,1,26,32,26,76126.2734375,REP-007|en|latin#14#siteB,REP-007|en|latin#14#siteB#k4,4,"Educational instructional format signals a discussion/academic prompt, establishing context about a civic or policy topic involving public opinion and democracy.

The phrase ""There was a wide range of views expressed during the discussion"" sets up a reflection or summary statement about the debate, implying the topic of democracy/civic values was raised.

Final sentence ""There were many different opinions expressed during the discussion."" introduces a topic pivot — likely ""Some people argued..."" or ""To what extent..."" or ""Let's examine these differences"" or ""Among them, one participant..."" or ""What is the main topic or takeaway?"" or ""Some examples of this debate included..."" referencing the varied perspectives on the lesson.",0.996909,0.006183
REP-007|zh|hanzi#13,REP-007,google/gemma-3-12b-it,Gemma,zh,A,S1,S,democracy,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論民主，也各自提出了不同的看法。,民主,1,24,32,17,68076.0625,REP-007|zh|hanzi#13#siteA,REP-007|zh|hanzi#13#siteA#k0,0,"Academic/policy discourse framing signals a formal or journalistic article about Taiwan, with a geopolitical context referencing democracy, digital governance, and social movements.

The phrase ""民主"" introduces a topic statement, establishing the subject matter — the challenges facing democratic society or the democratic process in Taiwan.

Final token ""民主"" opens a noun phrase (""對民主...相關議題，包括民主""), requiring a specific topic descriptor — likely ""民主制度"" or ""選舉"" or ""的國家"" — likely ""的政治參與"" or ""民主主義的弊端"" or ""在美國的立法過程中的角色"" referencing a specific concept or term about democratic governance or the media.",0.996075,0.00785
REP-007|zh|hanzi#13,REP-007,google/gemma-3-12b-it,Gemma,zh,B,S1,S,democracy,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論民主，也各自提出了不同的看法。,民主,1,24,32,24,83901.65625,REP-007|zh|hanzi#13#siteB,REP-007|zh|hanzi#13#siteB#k4,4,"Academic/journalistic register signals a reflective essay on a conference or policy discussion, establishing context of a Taiwan political forum.

The phrase ""会议中大家的声音各不相同"" sets up a commentary observation, implying a thematic recap or analytical summary about the debate on democracy/national identity.

Final token ""。 "" ends an introductory sentence (""在会议中，许多人发表了观点。""), immediately expecting elaboration — likely ""我对此有一些想法"" or ""其中，有人提到..."" or ""在这次讨论中..."" or ""但是，这场讨论让我感到..."" or ""以下列出一些成果"" or ""有人认为结果应该被解读为..."" referencing the aftermath.",0.996686,0.006628
REP-008|en|latin#16,REP-008,google/gemma-3-12b-it,Gemma,en,A,S1,S,democracy,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand democracy.",democracy,1,17,32,16,68495.4296875,REP-008|en|latin#16#siteA,REP-008|en|latin#16#siteA#k0,0,"Educational/academic writing context establishes a question-answer format, with a topic sentence introducing a study or essay about democracy.

The phrase ""students may learn about democracy"" signals a topic sentence or question about a social studies subject, likely a textbook or educational document explaining democracy in a specific country or classroom context.

Final token ""democracy"" ends a topic-introduction phrase (""a topic called democracy...can help us understand democracy""), immediately expecting elaboration — likely ""as direct democracy"" or ""democracy."" or ""including voting rights."" or ""by its citizens."" or "". However, it involves..."" or ""or participatory governance"" — a question about practical examples or the concept itself.",0.997475,0.005049
REP-008|en|latin#16,REP-008,google/gemma-3-12b-it,Gemma,en,B,S1,S,democracy,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand democracy.",democracy,1,17,32,17,74293.4921875,REP-008|en|latin#16#siteB,REP-008|en|latin#16#siteB#k0,0,"Educational instructional material format signals a question-answer or reading comprehension exercise, establishing a lesson structure involving civics concepts.

The sentence ""A lesson was used to illustrate democracy by using a story about propaganda."" sets up an introductory statement, implying a task or example related to the topic.

Final token ""democracy."" ends a framing sentence (""The class studied a story...to illustrate democracy. ""), immediately expecting a question prompt like ""Which of the following is an example of..."" or ""Which example best illustrates..."" or ""She listed some examples of these"" or ""Below are three examples of how she used the topic."" or ""Which one does she NOT find relevant.""",0.995266,0.009468
REP-008|zh|hanzi#15,REP-008,google/gemma-3-12b-it,Gemma,zh,A,S1,S,democracy,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識民主。,民主,1,18,32,17,63794.25,REP-008|zh|hanzi#15#siteA,REP-008|zh|hanzi#15#siteA#k4,4,"Educational activity/instructional format signals a textbook question or topic introduction, establishing a question about Taiwanese democracy and civic learning.

The phrase ""什麼是民主？民主是民主"" introduces a subject matter term, likely prompting a definition or elaboration on democratic processes or civic participation in Taiwan.

Final token ""民主"" opens a topic phrase (""民主...與民主""), requiring a noun phrase — likely ""民主決策"" or ""民主的方式"" — or ""的選舉"" or ""社會"" to complete the subject. Or ""民主化過程的相關概念"" or ""的選舉制度"" as a key term or topic phrase referencing the textbook's democratic content.",0.995794,0.008412
REP-008|zh|hanzi#15,REP-008,google/gemma-3-12b-it,Gemma,zh,B,S1,S,democracy,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識民主。,民主,1,18,32,18,68537.6015625,REP-008|zh|hanzi#15#siteB,REP-008|zh|hanzi#15#siteB#k3,3,"Educational material format signals a teaching/learning content introduction, establishing a topic about civic education and democracy, suggesting a classroom or textbook context.

The phrase ""老師在課中引導學生認識『民主』的概念"" sets up a question or activity summary — the text is introducing the lesson content about democracy.

Final token ""民主。"": ends an introductory sentence (""學生們的學習內容與生活經驗相關"") — immediately expects elaboration like ""下列的例子中..."" or ""民主教育中，他有哪些..."" or ""老師也說..."" or ""請問，哪些例子是..."" or ""在討論後，他可能包括..."" connecting the concept to the listed examples.",0.994753,0.010494
REP-009|en|latin#18,REP-009,google/gemma-3-12b-it,Gemma,en,A,S1,S,democracy,,,representation,C3,core,baseline,"After class, a student stayed behind and went up to ask the teacher about democracy in more detail.",democracy,1,20,32,16,69504.1953125,REP-009|en|latin#18#siteA,REP-009|en|latin#18#siteA#k3,3,"Academic/educational tone signals a discussion or writing prompt, establishing informational context about a student question.

The phrase ""i was taught about democracy"" establishes a topic introduction, implying a personal reflective or essay response about a subject curious student.

Final token ""democracy"" ends a topic phrase (""her thoughts on democracy...on the topic of democracy""), requiring a noun phrase continuation — likely ""and democracy"" or ""in the classroom"" or ""voting."" or ""as a concept."" or ""or democratic system."" or ""by the citizens."" — a specific question or topic statement about the theoretical or practical experience of democracy/democracy in their country.",0.99753,0.004941
