sent_id,pair_id,model,model_short,lang,site,sens_level,concept_class,concept_en,subject_en,stance_strength,evidence_line,frame,part,cell_type,text,mention,mention_n_subtokens,n_tokens,layer,site_idx,vec_norm,vector_id,desc_id,selected_k,description,faith_cos,faith_mse
REP-004|en|latin#8,REP-004,Qwen/Qwen2.5-7B-Instruct,Qwen,en,B,S1,S,freedom,,,representation,C4,core,baseline,"While a few friends were chatting, the conversation eventually turned to freedom, and they debated it with real enthusiasm.",freedom,1,22,20,21,96.40898895263672,REP-004|en|latin#8#siteB,REP-004|en|latin#8#siteB#k0,0,"Formal English language context suggests a literary or informal descriptive phrase, implying a story or scenario about a group of students discussing philosophy.

The phrase ""Some friends were having an intense discussion about a certain topic, and everyone felt quite enthusiastic and passionate. The people gathered together were discussing a book."" implies a setup clause expecting continuation or question about the scenario or outcome.

Final token ""discussion. "" closes a clause mid-sentence (""The two parties who originally argued freely about the issue all gathered together and were thinking deeply. They argued an idea.""), strongly expecting a noun phrase like ""The author"" or ""They decided"" or ""This sentence describes..."" or similar narrative completion.",0.851363,0.297275
REP-004|zh|hanzi#7,REP-004,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,A,S1,S,freedom,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了自由，討論得相當熱烈。,自由,1,20,20,12,107.1921615600586,REP-004|zh|hanzi#7#siteA,REP-004|zh|hanzi#7#siteA#k2,2,"Hong Kong Chinese language context with casual social media style (""日記：關於自由""), suggesting a literary or blog post format with an implied topic about emotions or lifestyle.

The phrase ""有時我對自由"" implies a title or concept introduction, likely listing or discussing ""freedom"" or a related abstract noun, possibly a cultural or literary theme around freedom or boredom.

Final token ""自由"" is mid-word (""關於自由""), part of an opening topic claim phrase (""我常思考關於自由""), strongly expecting continuation like ""意志"" or ""生活"" or ""的問題"" or ""主义与束缚"" or ""钱和人生"" — a noun phrase completing the theme.",0.923255,0.153491
REP-004|zh|hanzi#7,REP-004,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,B,S1,S,freedom,,,representation,C4,core,baseline,幾個朋友聚在一起聊天時，不知不覺就聊到了自由，討論得相當熱烈。,自由,1,20,20,19,105.0672378540039,REP-004|zh|hanzi#7#siteB,REP-004|zh|hanzi#7#siteB#k1,1,"Taiwanese language or informal literary style with ambiguous cultural context, suggesting a philosophical or social discourse scenario about '自由' (freedom).

The phrase ""昨天幾個朋友聚在一起談論一個哲學問題，幾個朋友在討論一個 Política 的話題。"" implies a setup promising the group's conversation, likely followed by a narrative or shared conclusion about the topic.

Final token ""話。"" closes a sentence (""一群人在聚會中討論這個問題。一群朋友聚在一起讨论人生哲學。""), strongly expecting a continuation like ""其中有人提出"" or ""我感到"" or ""朋友们争论了一些观点"" or ""这个讨论中涉及的争议和观点"".",0.895023,0.209954
REP-005|en|latin#10,REP-005,Qwen/Qwen2.5-7B-Instruct,Qwen,en,A,S1,S,freedom,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed freedom at some length.",freedom,1,20,20,15,121.2804183959961,REP-005|en|latin#10#siteA,REP-005|en|latin#10#siteA#k0,0,"Blog format with academic/educational tone suggesting a literary or cultural commentary post about Thomas Jefferson, likely a book or essay title.

The phrase ""Recently I've been thinking about freedom"" strongly implies an introductory or thematic list structure, likely exploring a specific concept related to the Declaration of Independence or religious/political thought, signaling that ""freedom"" or similar theme is being addressed.

Final token ""freedom"" is mid-phrase in ""I have thought about freedom,"" part of an undefined noun list (""One talk focused on freedom""), expecting continuation like ""of thought"" or ""and slavery"" or ""as a virtue"" or ""of choice versus constraint,"" completing a quoted argument about the topic.",0.937709,0.124583
REP-005|en|latin#10,REP-005,Qwen/Qwen2.5-7B-Instruct,Qwen,en,B,S1,S,freedom,,,representation,C5,core,baseline,"While browsing in the library yesterday, I happened to read a passage that discussed freedom at some length.",freedom,1,20,20,19,114.28468322753906,REP-005|en|latin#10#siteB,REP-005|en|latin#10#siteB#k2,2,"Blogging/reflective tone with informal American style suggests a personal blog post or essay beginning, implying an upcoming reflection or commentary.

The phrase ""I recently came across a passage about liberty in a philosophical lecture, and I read an interesting discussion about the concept of freedom."" strongly implies a narrative setup introducing a quote or idea from a text, likely a book or article.

Final token ""concept. "" closes a temporal clause (""I recently came across an passage that discussed a particular passage about a philosophy lecture. An author was discussing freedom concepts.""), immediately expecting continuation like ""The passage was illuminating,"" or ""It was about some ideology, and I found..."" or ""My reflection.""",0.908799,0.182402
REP-005|zh|hanzi#9,REP-005,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,A,S1,S,freedom,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講自由的文字。,自由,1,20,20,17,100.22521209716797,REP-005|zh|hanzi#9#siteA,REP-005|zh|hanzi#9#siteA#k2,2,"Hong Kong literary/educational context with informal tone suggesting a poem or essay title about media culture, likely referencing a Singaporean or Asian intellectual perspective.

The phrase ""有次我讀到關於自由"" implies an incomplete phrase introducing a topic about a book or concept, strongly implying a noun like ""自由意志"" or ""思想"" or ""恋爱与限制"" or similar philosophical theme.

Final token ""自由"" is mid-phrase (""關於自由""), part of a quoted or listed concept clause (""有關著關於自由""), expecting continuation like ""意志"" or ""的權限"" or ""经济学"" or ""和死亡"" or ""的概念"", completing the author's thematic question.",0.925953,0.148095
REP-005|zh|hanzi#9,REP-005,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,B,S1,S,freedom,,,representation,C5,core,baseline,我昨天在圖書館翻書時，剛好讀到一段在講自由的文字。,自由,1,20,20,19,99.36509704589844,REP-005|zh|hanzi#9#siteB,REP-005|zh|hanzi#9#siteB#k2,2,"Hong Kong Chinese social media tone with casual register, implying a personal reflection or blog post about philosophy or life.

The phrase ""昨天我在書店裡看到一個關於自由與道德的宣傳，看完一篇有關哲學的短文"" suggests an opening context, likely a personal anecdote or quote, implying a narrative about reading or thinking about ""a concept of love.""

Final token ""的短。"" closes a clause (""我剛讀到一篇關於道德與自由的書。我看到有關自由與道德。""), strongly expecting continuation like ""我发现"" or ""那篇文章裡有一些有趣的內容"" or ""我想到'自由'这个概念"" describing the text's content.",0.893994,0.212012
REP-006|en|latin#12,REP-006,Qwen/Qwen2.5-7B-Instruct,Qwen,en,A,S1,S,freedom,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom in depth.",freedom,1,22,20,18,116.89897918701172,REP-006|en|latin#12#siteA,REP-006|en|latin#12#siteA#k2,2,"Academic literary criticism format with scholarly tone suggests a book description or introduction, likely a literary work by a British author with political or philosophical intent.

The phrase ""This book attempts to explore freedom"" implies an opening quote or topic phrase about existentialism or philosophical themes around Freud's concept, likely continuing a list or discussion of cultural or literary themes about freedom and mathematics.

Final token ""freedom"" ends mid-phrase (""explore freedom""), part of a listed subject description (""I have often written about freedom""), strongly expecting continuation like ""and creativity"" or ""as a concept"" or ""of thought in literature"" or ""and its opposite, or the nature of..."".",0.923065,0.153871
REP-006|en|latin#12,REP-006,Qwen/Qwen2.5-7B-Instruct,Qwen,en,B,S1,S,freedom,,,representation,C6,core,baseline,"In the preface, the author explains that the book grew out of a wish to explore freedom in depth.",freedom,1,22,20,21,104.04662322998047,REP-006|en|latin#12#siteB,REP-006|en|latin#12#siteB#k1,1,"Academic literary text format with a brief title and introduction signals an annotated book description or reading guide format.

The sentence ""In this book, Ricoeur begins by stating his purpose in writing the book; he declares that the philosophy of literature has emerged as a central concern. "" strongly implies an opening quote or thesis statement, suggesting the book's thematic intent about existentialism or spiritual growth.

Final token ""intent. "" closes a declarative clause (""He states that the book began with the intention to explore the book's origins and he seeks to broaden its scope""), strongly expecting continuation like ""He then examines"" or ""The author's primary motivation is..."" or ""This book covers...""",0.889674,0.220652
REP-006|zh|hanzi#11,REP-006,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,A,S1,S,freedom,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談自由。,自由,1,23,20,21,110.06578826904297,REP-006|zh|hanzi#11#siteA,REP-006|zh|hanzi#11#siteA#k2,2,"Hong Kong literary writer's blog post tone signals an intellectual book review or essay introduction, likely referencing a Taiwanese film.

The phrase ""這本新書談到自由"" strongly implies a noun phrase or topic about freedom or ideology, likely continuing an argument about either a book title or cultural debate around liberal values versus conformism, suggesting ""自由意志"" or similar concepts about philosophy and morality.

Final token ""自由"" is mid-word (""談到自由""), part of a listed concept clause (""我曾思考過自由""), strongly expecting continuation like ""意志"" or ""的界線"" or ""與政治"" or ""的理念與生活"" or similar noun phrase completing the topic.",0.932963,0.134075
REP-006|zh|hanzi#11,REP-006,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,B,S1,S,freedom,,,representation,C6,core,baseline,這本書的作者在序言裡提到，他當初動筆，就是想好好談談自由。,自由,1,23,20,22,111.03923034667969,REP-006|zh|hanzi#11#siteB,REP-006|zh|hanzi#11#siteB#k0,0,"Taiwanese literary blog format with academic tone, suggesting a book introduction or essay by a famous thinker about a famous philosopher.

The sentence ""這本書是他寫完《存在與政治》之後，談到的主題是自由。他想談的是自由"" strongly implies a opening claim or narrative setup, likely continuing with her argument about why the book addresses freedom and ethics.

Final token ""自由。"" closes a clause about the author's original intent (""他想談的是自由。他想寫這本書就是想談自由""), strongly expecting continuation like ""但他在過程中發現"" or ""这本小书其实探问的是..."" or ""他并非一开始就明确界定...""",0.901662,0.196676
REP-007|en|latin#14,REP-007,Qwen/Qwen2.5-7B-Instruct,Qwen,en,A,S1,S,democracy,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing democracy and shared a range of different views.",democracy,1,25,20,16,118.59898376464844,REP-007|en|latin#14#siteA,REP-007|en|latin#14#siteA#k2,2,"Historical/political blog tone with a headline suggesting a podcast episode, implying academic or civic commentary about U.S. politics and media.

The phrase ""Recently I've been thinking about democracy"" signals an introduction or topic about a specific article or series, likely a framing question or theme around democracy, civic engagement, or the Tea Party's views on government.

Final token ""democracy"" ends mid-word or mid-phrase (""thoughts about democracy""), part of a list or topic introduction clause (""This post has been exploring democracy""), strongly expecting continuation like ""and transparency,"" ""in America,"" ""and its challenges,"" or ""as a concept"" or ""and the process.""",0.939847,0.120306
REP-007|en|latin#14,REP-007,Qwen/Qwen2.5-7B-Instruct,Qwen,en,B,S1,S,democracy,,,representation,C1,core,baseline,"At last week's public forum, the participants spent a good deal of time discussing democracy and shared a range of different views.",democracy,1,25,20,24,114.49002075195312,REP-007|en|latin#14#siteB,REP-007|en|latin#14#siteB#k3,3,"Academic/ civic-minded tone suggests a blog or newsletter post introducing a political event, likely a discussion about progressive values.

The phrase ""Last week a group of people gathered to discuss the presidential election and a variety of views were expressed about democracy. The debate was wide-ranging."" implies an introduction or framing, likely a summary of viewpoints or a quote or reflection on the diversity of ideas from the event.

Final token ""views. "" closes a clause (""An recent debate about the conference's core ideas and issues was held, and many people expressed different views. ""), strongly expecting continuation like ""One key theme was,"" ""The participants were,"" or ""I thought it was important to clarify.""",0.904745,0.19051
REP-007|zh|hanzi#13,REP-007,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,A,S1,S,democracy,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論民主，也各自提出了不同的看法。,民主,1,25,20,17,110.46759796142578,REP-007|zh|hanzi#13#siteA,REP-007|zh|hanzi#13#siteA#k3,3,"Hong Kong media article tone with editorial framing (""香港票房大导演的說法: 我國的‘不對話’""), suggesting political commentary or analysis context.

The phrase ""這篇文章提到民主"" signals an incomplete noun phrase, likely continuing a list or theme about recent controversies or concerns around Taiwan's media or democracy, implying a specific topic like ""values"" or ""trial.""

Final token ""民主"" is mid-word from ""民主"" beginning a noun phrase (""關於民主""), part of a speculative question structure (""關於民主...""), strongly expecting continuation like ""制度的問題"" or ""與反彈"" or ""黨的衰落"" or similar thematic term.",0.913939,0.172122
REP-007|zh|hanzi#13,REP-007,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,B,S1,S,democracy,,,representation,C1,core,baseline,在上週的公開座談會上，與會者花了不少時間討論民主，也各自提出了不同的看法。,民主,1,25,20,24,110.14986419677734,REP-007|zh|hanzi#13#siteB,REP-007|zh|hanzi#13#siteB#k2,2,"Singaporean political commentary tone with cultural context, suggesting an article or blog post about National Day speeches and democratic ideals.

The phrase ""在今天這場關於-feedback的討論會中，諸位學者與政治人物都分享了一些對「台灣和平」的看法。"" implies an introduction or framing clause, likely continuing with reflections or a list of viewpoints from the conference participants.

Final token ""意見。"" closes a clause (""在這次有關民主與政治理念的討論會中，參與者們提出了一些不同看法。""), strongly expecting continuation like ""One of them"" or ""The discussion focused on..."" or ""Some participants particularly noted..."" or ""This essay.""",0.912223,0.175555
REP-008|en|latin#16,REP-008,Qwen/Qwen2.5-7B-Instruct,Qwen,en,A,S1,S,democracy,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand democracy.",democracy,1,17,20,15,119.7589340209961,REP-008|en|latin#16#siteA,REP-008|en|latin#16#siteA#k2,2,"Formal educational/cultural image format with a quiz or activity prompt structure (""An exercise asks kids to understand democracy""), implying a student activity or article context around a cartoon.

The phrase ""Sometimes children create a comic to understand democracy"" suggests a topic about a specific concept or activity around democracy, likely a metaphor or definition exercise about democratic processes or voting.

Final token ""democracy"" ends an incomplete noun phrase (""explore democracy""), part of a title or concept framing clause (""A few activities show kids understand democracy""), strongly expecting continuation like ""and its principles,"" ""in action,"" or ""as a system"" or ""and voting,"" completing the educational prompt's theme.",0.943885,0.11223
REP-008|en|latin#16,REP-008,Qwen/Qwen2.5-7B-Instruct,Qwen,en,B,S1,S,democracy,,,representation,C2,core,baseline,"In class, the teacher used a few everyday examples to help the students understand democracy.",democracy,1,17,20,16,119.37666320800781,REP-008|en|latin#16#siteB,REP-008|en|latin#16#siteB#k0,0,"Formal educational context with a math or social-science format, suggesting a student activity or quiz question about economics concepts.

The phrase ""A teacher used a fruit basket analogy to explain democracy concepts to her class. The teacher gave some examples from real life to help students understand."" implies an introductory prompt structure, likely a numbered list or examples of activities the teacher used to illustrate democratic principles.

Final token ""concepts. "" closes a clause (""An educator tried to teach economics lessons using a school's government activity. The teacher chose some examples from the class.""), strongly expecting continuation like ""He gave the following examples:"" or ""The examples were:"" or ""He compared several everyday items.""",0.890062,0.219876
REP-008|zh|hanzi#15,REP-008,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,A,S1,S,democracy,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識民主。,民主,1,18,20,16,112.75445556640625,REP-008|zh|hanzi#15#siteA,REP-008|zh|hanzi#15#siteA#k4,4,"Hong Kong school teaching resource format with a picture caption, suggesting educational or interactive content about ""民主"" (democracy) and children's understanding.

The phrase ""有些小朋友通過遊戲了解民主"" implies an incomplete or implied topic phrase, suggesting a list or concept about democratic values, possibly a quiz or activity title or historical illustrations about democratic principles.

Final token ""民主"" ends mid-word (""了解民主""), part of a compound noun or list structure (""有些題目討論過民主""), strongly expecting continuation like ""制度"" or ""投票"" or ""與公義"" or ""的三個面向"" or ""民主的優點"" — completing the concept about democratic concepts.",0.945275,0.109451
REP-008|zh|hanzi#15,REP-008,Qwen/Qwen2.5-7B-Instruct,Qwen,zh,B,S1,S,democracy,,,representation,C2,core,baseline,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識民主。,民主,1,18,20,17,108.47749328613281,REP-008|zh|hanzi#15#siteB,REP-008|zh|hanzi#15#siteB#k4,4,"Hong Kong textbook illustration context suggests a children's education article or poster activity, implying an educational tone about civic values or social concepts.

The phrase ""一群小學生在街上玩骰子遊戲，老師向他們介紹憲法概念。"" strongly implies a story or scenario setup, suggesting the text continues describing activities or examples the teacher used to illustrate democratic principles.

Final token ""概念。"" closes a clause (""他們從學習憲法開始，老師教學生們了解民主。""), strongly expecting a continuation like ""下列選項中"" or ""他舉出了一些具體事例"" or ""这个过程"" or ""学生由此了解到... "".",0.882521,0.234957
REP-009|en|latin#18,REP-009,Qwen/Qwen2.5-7B-Instruct,Qwen,en,A,S1,S,democracy,,,representation,C3,core,baseline,"After class, a student stayed behind and went up to ask the teacher about democracy in more detail.",democracy,1,20,20,15,109.07664489746094,REP-009|en|latin#18#siteA,REP-009|en|latin#18#siteA#k2,2,"Chinese language educational platform format with a casual, informal tone suggesting an educational post or discussion thread about middle school literature or politics.

The phrase ""Some students casually expressed confusion about democracy"" implies a specific topic or quote expected next, likely a student's misconception about democracy or related concept, probably a Chinese language discussion about democracy or Marxist theory.

Final token ""democracy"" ends mid-phrase (""talked about democracy""), part of an incomplete clause (""When students discussed about democracy""), strongly expecting continuation like ""and socialism"" or ""in history"" or ""and its definition"" or ""in class"" or ""and capitalism, arguing various definitions,"" completing a specific student confusion event.",0.885565,0.228871
