pair_id,sent_seq,frame,entity,lang,mention_script,cell_type,mention,text,subject,subject_en,concept_en,concept_class,sens_level,stance_strength,evidence_line,part,needs_review,prop_equiv,naturalness,reviewer_notes
REP-027,0053,C3,the rule of law,zh,hanzi,baseline,法治,那份研究報告特地用了一整個章節，仔細分析法治在現代社會裡的角色與影響。,,,the rule of law,S,S1,,representation,core192,Y,,,
REP-027,0054,C3,the rule of law,en,latin,baseline,the rule of law,That research report devoted an entire chapter to carefully analyzing the role and influence of the rule of law in modern society.,,,the rule of law,S,S1,,representation,core192,Y,,,
REP-028,0055,C4,the rule of law,zh,hanzi,baseline,法治,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了法治，結果大家討論得相當熱烈。,,,the rule of law,S,S1,,representation,core192,Y,,,
REP-028,0056,C4,the rule of law,en,latin,baseline,the rule of law,"While a few friends were chatting together, the conversation somehow turned to the rule of law, and before long everyone was debating it energetically.",,,the rule of law,S,S1,,representation,core192,Y,,,
REP-029,0057,C5,the rule of law,zh,hanzi,baseline,法治,最近有一則新聞被媒體大幅報導，讓法治再次成為社會大眾關注與議論的焦點。,,,the rule of law,S,S1,,representation,core192,Y,,,
REP-029,0058,C5,the rule of law,en,latin,baseline,the rule of law,"A recent news story received extensive media coverage, once again making the rule of law a focus of public attention and debate.",,,the rule of law,S,S1,,representation,core192,Y,,,
REP-030,0059,C6,the rule of law,zh,hanzi,baseline,法治,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談法治。,,,the rule of law,S,S1,,representation,core192,Y,,,
REP-030,0060,C6,the rule of law,en,latin,baseline,the rule of law,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at the rule of law.",,,the rule of law,S,S1,,representation,core192,Y,,,
REP-031,0061,C1,freedom of assembly,zh,hanzi,baseline,集會自由,在上週那場公開座談會上，與會者花了不少時間討論集會自由，並各自提出了不同的觀點。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-031,0062,C1,freedom of assembly,en,latin,baseline,freedom of assembly,"At last week's public panel, the participants spent a good deal of time discussing freedom of assembly, and each put forward a different point of view.",,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-032,0063,C2,freedom of assembly,zh,hanzi,baseline,集會自由,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明集會自由到底是怎麼一回事。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-032,0064,C2,freedom of assembly,en,latin,baseline,freedom of assembly,"In class, the teacher gave several everyday examples to gradually explain to the students what freedom of assembly is really about.",,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-033,0065,C3,freedom of assembly,zh,hanzi,baseline,集會自由,那份研究報告特地用了一整個章節，仔細分析集會自由在現代社會裡的角色與影響。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-033,0066,C3,freedom of assembly,en,latin,baseline,freedom of assembly,That research report devoted an entire chapter to carefully analyzing the role and influence of freedom of assembly in modern society.,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-034,0067,C4,freedom of assembly,zh,hanzi,baseline,集會自由,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了集會自由，結果大家討論得相當熱烈。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-034,0068,C4,freedom of assembly,en,latin,baseline,freedom of assembly,"While a few friends were chatting together, the conversation somehow turned to freedom of assembly, and before long everyone was debating it energetically.",,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-035,0069,C5,freedom of assembly,zh,hanzi,baseline,集會自由,最近有一則新聞被媒體大幅報導，讓集會自由再次成為社會大眾關注與議論的焦點。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-035,0070,C5,freedom of assembly,en,latin,baseline,freedom of assembly,"A recent news story received extensive media coverage, once again making freedom of assembly a focus of public attention and debate.",,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-036,0071,C6,freedom of assembly,zh,hanzi,baseline,集會自由,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談集會自由。,,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-036,0072,C6,freedom of assembly,en,latin,baseline,freedom of assembly,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at freedom of assembly.",,,freedom of assembly,S,S1,,representation,core192,Y,,,
REP-037,0073,C1,the weather,zh,hanzi,baseline,天氣,在上週那場公開座談會上，與會者花了不少時間討論天氣，並各自提出了不同的觀點。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-037,0074,C1,the weather,en,latin,baseline,the weather,"At last week's public panel, the participants spent a good deal of time discussing the weather, and each put forward a different point of view.",,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-038,0075,C2,the weather,zh,hanzi,baseline,天氣,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明天氣到底是怎麼一回事。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-038,0076,C2,the weather,en,latin,baseline,the weather,"In class, the teacher gave several everyday examples to gradually explain to the students what the weather is really about.",,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-039,0077,C3,the weather,zh,hanzi,baseline,天氣,那份研究報告特地用了一整個章節，仔細分析天氣在現代社會裡的角色與影響。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-039,0078,C3,the weather,en,latin,baseline,the weather,That research report devoted an entire chapter to carefully analyzing the role and influence of the weather in modern society.,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-040,0079,C4,the weather,zh,hanzi,baseline,天氣,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了天氣，結果大家討論得相當熱烈。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-040,0080,C4,the weather,en,latin,baseline,the weather,"While a few friends were chatting together, the conversation somehow turned to the weather, and before long everyone was debating it energetically.",,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-041,0081,C5,the weather,zh,hanzi,baseline,天氣,最近有一則新聞被媒體大幅報導，讓天氣再次成為社會大眾關注與議論的焦點。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-041,0082,C5,the weather,en,latin,baseline,the weather,"A recent news story received extensive media coverage, once again making the weather a focus of public attention and debate.",,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-042,0083,C6,the weather,zh,hanzi,baseline,天氣,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談天氣。,,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-042,0084,C6,the weather,en,latin,baseline,the weather,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at the weather.",,,the weather,N_everyday,S0,,representation,core192,Y,,,
REP-043,0085,C1,transportation,zh,hanzi,baseline,交通,在上週那場公開座談會上，與會者花了不少時間討論交通，並各自提出了不同的觀點。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-043,0086,C1,transportation,en,latin,baseline,transportation,"At last week's public panel, the participants spent a good deal of time discussing transportation, and each put forward a different point of view.",,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-044,0087,C2,transportation,zh,hanzi,baseline,交通,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明交通到底是怎麼一回事。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-044,0088,C2,transportation,en,latin,baseline,transportation,"In class, the teacher gave several everyday examples to gradually explain to the students what transportation is really about.",,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-045,0089,C3,transportation,zh,hanzi,baseline,交通,那份研究報告特地用了一整個章節，仔細分析交通在現代社會裡的角色與影響。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-045,0090,C3,transportation,en,latin,baseline,transportation,That research report devoted an entire chapter to carefully analyzing the role and influence of transportation in modern society.,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-046,0091,C4,transportation,zh,hanzi,baseline,交通,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了交通，結果大家討論得相當熱烈。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-046,0092,C4,transportation,en,latin,baseline,transportation,"While a few friends were chatting together, the conversation somehow turned to transportation, and before long everyone was debating it energetically.",,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-047,0093,C5,transportation,zh,hanzi,baseline,交通,最近有一則新聞被媒體大幅報導，讓交通再次成為社會大眾關注與議論的焦點。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-047,0094,C5,transportation,en,latin,baseline,transportation,"A recent news story received extensive media coverage, once again making transportation a focus of public attention and debate.",,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-048,0095,C6,transportation,zh,hanzi,baseline,交通,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談交通。,,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-048,0096,C6,transportation,en,latin,baseline,transportation,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at transportation.",,,transportation,N_everyday,S0,,representation,core192,Y,,,
REP-049,0097,C1,cooking,zh,hanzi,baseline,烹飪,在上週那場公開座談會上，與會者花了不少時間討論烹飪，並各自提出了不同的觀點。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-049,0098,C1,cooking,en,latin,baseline,cooking,"At last week's public panel, the participants spent a good deal of time discussing cooking, and each put forward a different point of view.",,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-050,0099,C2,cooking,zh,hanzi,baseline,烹飪,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明烹飪到底是怎麼一回事。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-050,0100,C2,cooking,en,latin,baseline,cooking,"In class, the teacher gave several everyday examples to gradually explain to the students what cooking is really about.",,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-051,0101,C3,cooking,zh,hanzi,baseline,烹飪,那份研究報告特地用了一整個章節，仔細分析烹飪在現代社會裡的角色與影響。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-051,0102,C3,cooking,en,latin,baseline,cooking,That research report devoted an entire chapter to carefully analyzing the role and influence of cooking in modern society.,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-052,0103,C4,cooking,zh,hanzi,baseline,烹飪,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了烹飪，結果大家討論得相當熱烈。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-052,0104,C4,cooking,en,latin,baseline,cooking,"While a few friends were chatting together, the conversation somehow turned to cooking, and before long everyone was debating it energetically.",,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-053,0105,C5,cooking,zh,hanzi,baseline,烹飪,最近有一則新聞被媒體大幅報導，讓烹飪再次成為社會大眾關注與議論的焦點。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-053,0106,C5,cooking,en,latin,baseline,cooking,"A recent news story received extensive media coverage, once again making cooking a focus of public attention and debate.",,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-054,0107,C6,cooking,zh,hanzi,baseline,烹飪,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談烹飪。,,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-054,0108,C6,cooking,en,latin,baseline,cooking,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at cooking.",,,cooking,N_everyday,S0,,representation,ext168,Y,,,
REP-055,0109,C1,gardening,zh,hanzi,baseline,園藝,在上週那場公開座談會上，與會者花了不少時間討論園藝，並各自提出了不同的觀點。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-055,0110,C1,gardening,en,latin,baseline,gardening,"At last week's public panel, the participants spent a good deal of time discussing gardening, and each put forward a different point of view.",,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-056,0111,C2,gardening,zh,hanzi,baseline,園藝,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明園藝到底是怎麼一回事。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-056,0112,C2,gardening,en,latin,baseline,gardening,"In class, the teacher gave several everyday examples to gradually explain to the students what gardening is really about.",,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-057,0113,C3,gardening,zh,hanzi,baseline,園藝,那份研究報告特地用了一整個章節，仔細分析園藝在現代社會裡的角色與影響。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-057,0114,C3,gardening,en,latin,baseline,gardening,That research report devoted an entire chapter to carefully analyzing the role and influence of gardening in modern society.,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-058,0115,C4,gardening,zh,hanzi,baseline,園藝,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了園藝，結果大家討論得相當熱烈。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-058,0116,C4,gardening,en,latin,baseline,gardening,"While a few friends were chatting together, the conversation somehow turned to gardening, and before long everyone was debating it energetically.",,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-059,0117,C5,gardening,zh,hanzi,baseline,園藝,最近有一則新聞被媒體大幅報導，讓園藝再次成為社會大眾關注與議論的焦點。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-059,0118,C5,gardening,en,latin,baseline,gardening,"A recent news story received extensive media coverage, once again making gardening a focus of public attention and debate.",,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-060,0119,C6,gardening,zh,hanzi,baseline,園藝,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談園藝。,,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-060,0120,C6,gardening,en,latin,baseline,gardening,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at gardening.",,,gardening,N_everyday,S0,,representation,ext168,Y,,,
REP-061,0121,C1,earthquakes,zh,hanzi,baseline,地震,在上週那場公開座談會上，與會者花了不少時間討論地震，並各自提出了不同的觀點。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-061,0122,C1,earthquakes,en,latin,baseline,earthquakes,"At last week's public panel, the participants spent a good deal of time discussing earthquakes, and each put forward a different point of view.",,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-062,0123,C2,earthquakes,zh,hanzi,baseline,地震,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明地震到底是怎麼一回事。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-062,0124,C2,earthquakes,en,latin,baseline,earthquakes,"In class, the teacher gave several everyday examples to gradually explain to the students what earthquakes is really about.",,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-063,0125,C3,earthquakes,zh,hanzi,baseline,地震,那份研究報告特地用了一整個章節，仔細分析地震在現代社會裡的角色與影響。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-063,0126,C3,earthquakes,en,latin,baseline,earthquakes,That research report devoted an entire chapter to carefully analyzing the role and influence of earthquakes in modern society.,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-064,0127,C4,earthquakes,zh,hanzi,baseline,地震,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了地震，結果大家討論得相當熱烈。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-064,0128,C4,earthquakes,en,latin,baseline,earthquakes,"While a few friends were chatting together, the conversation somehow turned to earthquakes, and before long everyone was debating it energetically.",,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-065,0129,C5,earthquakes,zh,hanzi,baseline,地震,最近有一則新聞被媒體大幅報導，讓地震再次成為社會大眾關注與議論的焦點。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-065,0130,C5,earthquakes,en,latin,baseline,earthquakes,"A recent news story received extensive media coverage, once again making earthquakes a focus of public attention and debate.",,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-066,0131,C6,earthquakes,zh,hanzi,baseline,地震,這本書的作者在序言裡特別強調，他當初提筆寫作，就是想好好談一談地震。,,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-066,0132,C6,earthquakes,en,latin,baseline,earthquakes,"In the preface, the author of this book stresses that he first set out to write it precisely in order to take a serious look at earthquakes.",,,earthquakes,N_arousing,S0,,representation,core192,Y,,,
REP-067,0133,C1,disease,zh,hanzi,baseline,疾病,在上週那場公開座談會上，與會者花了不少時間討論疾病，並各自提出了不同的觀點。,,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-067,0134,C1,disease,en,latin,baseline,disease,"At last week's public panel, the participants spent a good deal of time discussing disease, and each put forward a different point of view.",,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-068,0135,C2,disease,zh,hanzi,baseline,疾病,老師在課堂上舉了好幾個生活中的例子，慢慢向學生說明疾病到底是怎麼一回事。,,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-068,0136,C2,disease,en,latin,baseline,disease,"In class, the teacher gave several everyday examples to gradually explain to the students what disease is really about.",,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-069,0137,C3,disease,zh,hanzi,baseline,疾病,那份研究報告特地用了一整個章節，仔細分析疾病在現代社會裡的角色與影響。,,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-069,0138,C3,disease,en,latin,baseline,disease,That research report devoted an entire chapter to carefully analyzing the role and influence of disease in modern society.,,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-070,0139,C4,disease,zh,hanzi,baseline,疾病,幾個朋友聚在一起閒聊的時候，不知怎麼就聊到了疾病，結果大家討論得相當熱烈。,,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-070,0140,C4,disease,en,latin,baseline,disease,"While a few friends were chatting together, the conversation somehow turned to disease, and before long everyone was debating it energetically.",,,disease,N_arousing,S0,,representation,core192,Y,,,
REP-071,0141,C5,disease,zh,hanzi,baseline,疾病,最近有一則新聞被媒體大幅報導，讓疾病再次成為社會大眾關注與議論的焦點。,,,disease,N_arousing,S0,,representation,core192,Y,,,
