desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len
REP-002|zh|hanzi#3#siteB#k2,REP-002|zh|hanzi#3#siteB,2,REP-002|zh|hanzi#3,REP-002,C2,freedom,zh,hanzi,baseline,B,0.272041,0.86398,mixed,532
REP-002|zh|hanzi#3#siteB#k3,REP-002|zh|hanzi#3#siteB,3,REP-002|zh|hanzi#3,REP-002,C2,freedom,zh,hanzi,baseline,B,0.28331,0.858345,en,576
REP-002|zh|hanzi#3#siteB#k4,REP-002|zh|hanzi#3#siteB,4,REP-002|zh|hanzi#3,REP-002,C2,freedom,zh,hanzi,baseline,B,0.253896,0.873052,mixed,517
REP-002|en|latin#4#siteA#k0,REP-002|en|latin#4#siteA,0,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,A,0.17787,0.911065,en,743
REP-002|en|latin#4#siteA#k1,REP-002|en|latin#4#siteA,1,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,A,0.169969,0.915016,en,743
REP-002|en|latin#4#siteA#k2,REP-002|en|latin#4#siteA,2,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,A,0.208001,0.895999,en,728
REP-002|en|latin#4#siteA#k3,REP-002|en|latin#4#siteA,3,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,A,0.176539,0.91173,en,731
REP-002|en|latin#4#siteA#k4,REP-002|en|latin#4#siteA,4,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,A,0.181362,0.909319,en,731
REP-002|en|latin#4#siteB#k0,REP-002|en|latin#4#siteB,0,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,B,0.233158,0.883421,en,706
REP-002|en|latin#4#siteB#k1,REP-002|en|latin#4#siteB,1,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,B,0.231216,0.884392,en,741
REP-002|en|latin#4#siteB#k2,REP-002|en|latin#4#siteB,2,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,B,0.243524,0.878238,en,770
REP-002|en|latin#4#siteB#k3,REP-002|en|latin#4#siteB,3,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,B,0.242299,0.878851,en,728
REP-002|en|latin#4#siteB#k4,REP-002|en|latin#4#siteB,4,REP-002|en|latin#4,REP-002,C2,freedom,en,latin,baseline,B,0.240977,0.879511,en,703
REP-003|zh|hanzi#5#siteA#k0,REP-003|zh|hanzi#5#siteA,0,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,A,0.182044,0.908978,en,591
REP-003|zh|hanzi#5#siteA#k1,REP-003|zh|hanzi#5#siteA,1,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,A,0.172549,0.913725,en,615
REP-003|zh|hanzi#5#siteA#k2,REP-003|zh|hanzi#5#siteA,2,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,A,0.166879,0.91656,en,631
REP-003|zh|hanzi#5#siteA#k3,REP-003|zh|hanzi#5#siteA,3,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,A,0.172238,0.913881,en,593
REP-003|zh|hanzi#5#siteA#k4,REP-003|zh|hanzi#5#siteA,4,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,A,0.174505,0.912748,en,624
REP-003|zh|hanzi#5#siteB#k0,REP-003|zh|hanzi#5#siteB,0,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,B,0.222014,0.888993,mixed,478
REP-003|zh|hanzi#5#siteB#k1,REP-003|zh|hanzi#5#siteB,1,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,B,0.221315,0.889343,mixed,490
REP-003|zh|hanzi#5#siteB#k2,REP-003|zh|hanzi#5#siteB,2,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,B,0.229954,0.885023,mixed,492
REP-003|zh|hanzi#5#siteB#k3,REP-003|zh|hanzi#5#siteB,3,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,B,0.229159,0.885421,mixed,515
REP-003|zh|hanzi#5#siteB#k4,REP-003|zh|hanzi#5#siteB,4,REP-003|zh|hanzi#5,REP-003,C3,freedom,zh,hanzi,baseline,B,0.226992,0.886504,mixed,503
REP-003|en|latin#6#siteA#k0,REP-003|en|latin#6#siteA,0,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,A,0.245857,0.877071,en,740
REP-003|en|latin#6#siteA#k1,REP-003|en|latin#6#siteA,1,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,A,0.246575,0.876713,en,734
REP-003|en|latin#6#siteA#k2,REP-003|en|latin#6#siteA,2,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,A,0.254418,0.872791,en,735
REP-003|en|latin#6#siteA#k3,REP-003|en|latin#6#siteA,3,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,A,0.243071,0.878465,en,742
REP-003|en|latin#6#siteA#k4,REP-003|en|latin#6#siteA,4,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,A,0.243258,0.878371,en,711
REP-003|en|latin#6#siteB#k0,REP-003|en|latin#6#siteB,0,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,B,0.305906,0.847047,en,754
REP-003|en|latin#6#siteB#k1,REP-003|en|latin#6#siteB,1,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,B,0.321686,0.839157,en,752
REP-003|en|latin#6#siteB#k2,REP-003|en|latin#6#siteB,2,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,B,0.317222,0.841389,en,757
REP-003|en|latin#6#siteB#k3,REP-003|en|latin#6#siteB,3,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,B,0.330837,0.834582,en,744
REP-003|en|latin#6#siteB#k4,REP-003|en|latin#6#siteB,4,REP-003|en|latin#6,REP-003,C3,freedom,en,latin,baseline,B,0.317189,0.841406,en,751
REP-004|zh|hanzi#7#siteA#k0,REP-004|zh|hanzi#7#siteA,0,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,A,0.158199,0.9209,en,562
REP-004|zh|hanzi#7#siteA#k1,REP-004|zh|hanzi#7#siteA,1,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,A,0.165126,0.917437,en,567
REP-004|zh|hanzi#7#siteA#k2,REP-004|zh|hanzi#7#siteA,2,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,A,0.153491,0.923255,en,575
REP-004|zh|hanzi#7#siteA#k3,REP-004|zh|hanzi#7#siteA,3,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,A,0.162313,0.918844,en,590
REP-004|zh|hanzi#7#siteA#k4,REP-004|zh|hanzi#7#siteA,4,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,A,0.164098,0.917951,en,603
REP-004|zh|hanzi#7#siteB#k0,REP-004|zh|hanzi#7#siteB,0,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,B,0.214087,0.892957,mixed,535
REP-004|zh|hanzi#7#siteB#k1,REP-004|zh|hanzi#7#siteB,1,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,B,0.209954,0.895023,mixed,498
REP-004|zh|hanzi#7#siteB#k2,REP-004|zh|hanzi#7#siteB,2,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,B,0.224697,0.887652,mixed,481
REP-004|zh|hanzi#7#siteB#k3,REP-004|zh|hanzi#7#siteB,3,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,B,0.211135,0.894433,mixed,469
REP-004|zh|hanzi#7#siteB#k4,REP-004|zh|hanzi#7#siteB,4,REP-004|zh|hanzi#7,REP-004,C4,freedom,zh,hanzi,baseline,B,0.214268,0.892866,mixed,494
REP-004|en|latin#8#siteA#k0,REP-004|en|latin#8#siteA,0,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,A,0.154327,0.922837,en,700
REP-004|en|latin#8#siteA#k1,REP-004|en|latin#8#siteA,1,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,A,0.153114,0.923443,en,702
REP-004|en|latin#8#siteA#k2,REP-004|en|latin#8#siteA,2,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,A,0.153361,0.92332,en,696
REP-004|en|latin#8#siteA#k3,REP-004|en|latin#8#siteA,3,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,A,0.142767,0.928617,en,704
REP-004|en|latin#8#siteA#k4,REP-004|en|latin#8#siteA,4,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,A,0.157557,0.921222,en,696
REP-004|en|latin#8#siteB#k0,REP-004|en|latin#8#siteB,0,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,B,0.297275,0.851363,en,766
REP-004|en|latin#8#siteB#k1,REP-004|en|latin#8#siteB,1,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,B,0.330186,0.834907,en,754
REP-004|en|latin#8#siteB#k2,REP-004|en|latin#8#siteB,2,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,B,0.322797,0.838602,en,718
REP-004|en|latin#8#siteB#k3,REP-004|en|latin#8#siteB,3,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,B,0.306783,0.846608,en,756
REP-004|en|latin#8#siteB#k4,REP-004|en|latin#8#siteB,4,REP-004|en|latin#8,REP-004,C4,freedom,en,latin,baseline,B,0.328591,0.835705,en,762
REP-005|zh|hanzi#9#siteA#k0,REP-005|zh|hanzi#9#siteA,0,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,A,0.158527,0.920736,en,589
REP-005|zh|hanzi#9#siteA#k1,REP-005|zh|hanzi#9#siteA,1,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,A,0.164389,0.917806,en,596
REP-005|zh|hanzi#9#siteA#k2,REP-005|zh|hanzi#9#siteA,2,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,A,0.148095,0.925953,en,575
REP-005|zh|hanzi#9#siteA#k3,REP-005|zh|hanzi#9#siteA,3,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,A,0.158692,0.920654,en,642
REP-005|zh|hanzi#9#siteA#k4,REP-005|zh|hanzi#9#siteA,4,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,A,0.154379,0.92281,en,586
REP-005|zh|hanzi#9#siteB#k0,REP-005|zh|hanzi#9#siteB,0,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,B,0.224391,0.887805,mixed,517
REP-005|zh|hanzi#9#siteB#k1,REP-005|zh|hanzi#9#siteB,1,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,B,0.21462,0.89269,mixed,523
REP-005|zh|hanzi#9#siteB#k2,REP-005|zh|hanzi#9#siteB,2,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,B,0.212012,0.893994,mixed,493
REP-005|zh|hanzi#9#siteB#k3,REP-005|zh|hanzi#9#siteB,3,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,B,0.213116,0.893442,mixed,517
REP-005|zh|hanzi#9#siteB#k4,REP-005|zh|hanzi#9#siteB,4,REP-005|zh|hanzi#9,REP-005,C5,freedom,zh,hanzi,baseline,B,0.218681,0.89066,mixed,515
REP-005|en|latin#10#siteA#k0,REP-005|en|latin#10#siteA,0,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,A,0.124583,0.937709,en,727
REP-005|en|latin#10#siteA#k1,REP-005|en|latin#10#siteA,1,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,A,0.133976,0.933012,en,725
REP-005|en|latin#10#siteA#k2,REP-005|en|latin#10#siteA,2,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,A,0.126691,0.936655,en,713
REP-005|en|latin#10#siteA#k3,REP-005|en|latin#10#siteA,3,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,A,0.12882,0.93559,en,731
REP-005|en|latin#10#siteA#k4,REP-005|en|latin#10#siteA,4,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,A,0.135336,0.932332,en,710
REP-005|en|latin#10#siteB#k0,REP-005|en|latin#10#siteB,0,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,B,0.203184,0.898408,en,771
REP-005|en|latin#10#siteB#k1,REP-005|en|latin#10#siteB,1,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,B,0.202522,0.898739,en,760
REP-005|en|latin#10#siteB#k2,REP-005|en|latin#10#siteB,2,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,B,0.182402,0.908799,en,744
REP-005|en|latin#10#siteB#k3,REP-005|en|latin#10#siteB,3,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,B,0.197377,0.901312,en,781
REP-005|en|latin#10#siteB#k4,REP-005|en|latin#10#siteB,4,REP-005|en|latin#10,REP-005,C5,freedom,en,latin,baseline,B,0.192089,0.903956,en,750
REP-006|zh|hanzi#11#siteA#k0,REP-006|zh|hanzi#11#siteA,0,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,A,0.138482,0.930759,en,604
REP-006|zh|hanzi#11#siteA#k1,REP-006|zh|hanzi#11#siteA,1,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,A,0.145054,0.927473,en,626
REP-006|zh|hanzi#11#siteA#k2,REP-006|zh|hanzi#11#siteA,2,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,A,0.134075,0.932963,en,615
REP-006|zh|hanzi#11#siteA#k3,REP-006|zh|hanzi#11#siteA,3,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,A,0.139877,0.930062,en,605
REP-006|zh|hanzi#11#siteA#k4,REP-006|zh|hanzi#11#siteA,4,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,A,0.139203,0.930399,en,594
REP-006|zh|hanzi#11#siteB#k0,REP-006|zh|hanzi#11#siteB,0,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,B,0.196676,0.901662,mixed,509
REP-006|zh|hanzi#11#siteB#k1,REP-006|zh|hanzi#11#siteB,1,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,B,0.20569,0.897155,mixed,464
REP-006|zh|hanzi#11#siteB#k2,REP-006|zh|hanzi#11#siteB,2,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,B,0.208315,0.895842,mixed,533
REP-006|zh|hanzi#11#siteB#k3,REP-006|zh|hanzi#11#siteB,3,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,B,0.211221,0.894389,mixed,494
REP-006|zh|hanzi#11#siteB#k4,REP-006|zh|hanzi#11#siteB,4,REP-006|zh|hanzi#11,REP-006,C6,freedom,zh,hanzi,baseline,B,0.211966,0.894017,mixed,519
REP-006|en|latin#12#siteA#k0,REP-006|en|latin#12#siteA,0,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,A,0.163547,0.918227,en,699
REP-006|en|latin#12#siteA#k1,REP-006|en|latin#12#siteA,1,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,A,0.156093,0.921954,en,704
REP-006|en|latin#12#siteA#k2,REP-006|en|latin#12#siteA,2,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,A,0.153871,0.923065,en,728
REP-006|en|latin#12#siteA#k3,REP-006|en|latin#12#siteA,3,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,A,0.162262,0.918869,en,709
REP-006|en|latin#12#siteA#k4,REP-006|en|latin#12#siteA,4,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,A,0.157867,0.921067,en,705
REP-006|en|latin#12#siteB#k0,REP-006|en|latin#12#siteB,0,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,B,0.23376,0.88312,en,737
REP-006|en|latin#12#siteB#k1,REP-006|en|latin#12#siteB,1,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,B,0.220652,0.889674,en,727
REP-006|en|latin#12#siteB#k2,REP-006|en|latin#12#siteB,2,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,B,0.231083,0.884459,en,745
REP-006|en|latin#12#siteB#k3,REP-006|en|latin#12#siteB,3,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,B,0.240675,0.879663,en,741
REP-006|en|latin#12#siteB#k4,REP-006|en|latin#12#siteB,4,REP-006|en|latin#12,REP-006,C6,freedom,en,latin,baseline,B,0.237409,0.881296,en,743
REP-007|zh|hanzi#13#siteA#k0,REP-007|zh|hanzi#13#siteA,0,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,A,0.190904,0.904548,en,651
REP-007|zh|hanzi#13#siteA#k1,REP-007|zh|hanzi#13#siteA,1,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,A,0.181633,0.909183,en,600
REP-007|zh|hanzi#13#siteA#k2,REP-007|zh|hanzi#13#siteA,2,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,A,0.175075,0.912463,en,604
REP-007|zh|hanzi#13#siteA#k3,REP-007|zh|hanzi#13#siteA,3,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,A,0.172122,0.913939,en,567
REP-007|zh|hanzi#13#siteA#k4,REP-007|zh|hanzi#13#siteA,4,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,A,0.17902,0.91049,en,590
REP-007|zh|hanzi#13#siteB#k0,REP-007|zh|hanzi#13#siteB,0,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,B,0.191946,0.904027,mixed,489
REP-007|zh|hanzi#13#siteB#k1,REP-007|zh|hanzi#13#siteB,1,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,B,0.191886,0.904057,mixed,513
REP-007|zh|hanzi#13#siteB#k2,REP-007|zh|hanzi#13#siteB,2,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,B,0.175555,0.912223,en,565
REP-007|zh|hanzi#13#siteB#k3,REP-007|zh|hanzi#13#siteB,3,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,B,0.186037,0.906982,en,531
REP-007|zh|hanzi#13#siteB#k4,REP-007|zh|hanzi#13#siteB,4,REP-007|zh|hanzi#13,REP-007,C1,democracy,zh,hanzi,baseline,B,0.185952,0.907024,mixed,503
REP-007|en|latin#14#siteA#k0,REP-007|en|latin#14#siteA,0,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,A,0.126124,0.936938,en,729
REP-007|en|latin#14#siteA#k1,REP-007|en|latin#14#siteA,1,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,A,0.123646,0.938177,en,720
REP-007|en|latin#14#siteA#k2,REP-007|en|latin#14#siteA,2,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,A,0.120306,0.939847,en,687
REP-007|en|latin#14#siteA#k3,REP-007|en|latin#14#siteA,3,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,A,0.126276,0.936862,en,711
REP-007|en|latin#14#siteA#k4,REP-007|en|latin#14#siteA,4,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,A,0.124403,0.937798,en,691
REP-007|en|latin#14#siteB#k0,REP-007|en|latin#14#siteB,0,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,B,0.20603,0.896985,en,777
REP-007|en|latin#14#siteB#k1,REP-007|en|latin#14#siteB,1,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,B,0.195942,0.902029,en,771
REP-007|en|latin#14#siteB#k2,REP-007|en|latin#14#siteB,2,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,B,0.207844,0.896078,en,745
REP-007|en|latin#14#siteB#k3,REP-007|en|latin#14#siteB,3,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,B,0.19051,0.904745,en,732
REP-007|en|latin#14#siteB#k4,REP-007|en|latin#14#siteB,4,REP-007|en|latin#14,REP-007,C1,democracy,en,latin,baseline,B,0.200442,0.899779,en,763
REP-008|zh|hanzi#15#siteA#k0,REP-008|zh|hanzi#15#siteA,0,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,A,0.11234,0.94383,en,635
REP-008|zh|hanzi#15#siteA#k1,REP-008|zh|hanzi#15#siteA,1,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,A,0.114111,0.942945,en,578
REP-008|zh|hanzi#15#siteA#k2,REP-008|zh|hanzi#15#siteA,2,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,A,0.115316,0.942342,en,576
REP-008|zh|hanzi#15#siteA#k3,REP-008|zh|hanzi#15#siteA,3,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,A,0.110159,0.944921,en,598
REP-008|zh|hanzi#15#siteA#k4,REP-008|zh|hanzi#15#siteA,4,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,A,0.109451,0.945275,en,616
REP-008|zh|hanzi#15#siteB#k0,REP-008|zh|hanzi#15#siteB,0,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,B,0.25707,0.871465,mixed,578
REP-008|zh|hanzi#15#siteB#k1,REP-008|zh|hanzi#15#siteB,1,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,B,0.253553,0.873224,mixed,570
REP-008|zh|hanzi#15#siteB#k2,REP-008|zh|hanzi#15#siteB,2,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,B,0.262861,0.868569,mixed,527
REP-008|zh|hanzi#15#siteB#k3,REP-008|zh|hanzi#15#siteB,3,REP-008|zh|hanzi#15,REP-008,C2,democracy,zh,hanzi,baseline,B,0.254994,0.872503,mixed,494
