pair_id,sent_seq,frame,entity,lang,mention_script,cell_type,mention,text,subject,subject_en,concept_en,concept_class,sens_level,stance_strength,evidence_line,part,needs_review,prop_equiv,naturalness,reviewer_notes
REP-018,35,C6,human rights,zh,hanzi,baseline,人權,這本書的作者在序言裡提到，他當初動筆，就是想好好談談人權。,,,human rights,S,S1,,representation,core,claude-polished,Y,,
REP-018,36,C6,human rights,en,latin,baseline,human rights,"In the preface, the author explains that the book grew out of a wish to explore human rights in depth.",,,human rights,S,S1,,representation,core,claude-polished,Y,,
REP-019,37,C1,freedom of speech,zh,hanzi,baseline,言論自由,在上週的公開座談會上，與會者花了不少時間討論言論自由，也各自提出了不同的看法。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-019,38,C1,freedom of speech,en,latin,baseline,freedom of speech,"At last week's public forum, the participants spent a good deal of time discussing freedom of speech and shared a range of different views.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-020,39,C2,freedom of speech,zh,hanzi,baseline,言論自由,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識言論自由。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-020,40,C2,freedom of speech,en,latin,baseline,freedom of speech,"In class, the teacher used a few everyday examples to help the students understand freedom of speech.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-021,41,C3,freedom of speech,zh,hanzi,baseline,言論自由,有位學生下課後留下來，特地跑去問老師關於言論自由的問題。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-021,42,C3,freedom of speech,en,latin,baseline,freedom of speech,"After class, a student stayed behind and went up to ask the teacher about freedom of speech in more detail.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-022,43,C4,freedom of speech,zh,hanzi,baseline,言論自由,幾個朋友聚在一起聊天時，不知不覺就聊到了言論自由，討論得相當熱烈。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-022,44,C4,freedom of speech,en,latin,baseline,freedom of speech,"While a few friends were chatting, the conversation eventually turned to freedom of speech, and they debated it with real enthusiasm.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-023,45,C5,freedom of speech,zh,hanzi,baseline,言論自由,我昨天在圖書館翻書時，剛好讀到一段在講言論自由的文字。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-023,46,C5,freedom of speech,en,latin,baseline,freedom of speech,"While browsing in the library yesterday, I happened to read a passage that discussed freedom of speech at some length.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-024,47,C6,freedom of speech,zh,hanzi,baseline,言論自由,這本書的作者在序言裡提到，他當初動筆，就是想好好談談言論自由。,,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-024,48,C6,freedom of speech,en,latin,baseline,freedom of speech,"In the preface, the author explains that the book grew out of a wish to explore freedom of speech in depth.",,,freedom of speech,S,S1,,representation,core,claude-polished,Y,,
REP-025,49,C1,the rule of law,zh,hanzi,baseline,法治,在上週的公開座談會上，與會者花了不少時間討論法治，也各自提出了不同的看法。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-025,50,C1,the rule of law,en,latin,baseline,the rule of law,"At last week's public forum, the participants spent a good deal of time discussing the rule of law and shared a range of different views.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-026,51,C2,the rule of law,zh,hanzi,baseline,法治,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識法治。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-026,52,C2,the rule of law,en,latin,baseline,the rule of law,"In class, the teacher used a few everyday examples to help the students understand the rule of law.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-027,53,C3,the rule of law,zh,hanzi,baseline,法治,有位學生下課後留下來，特地跑去問老師關於法治的問題。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-027,54,C3,the rule of law,en,latin,baseline,the rule of law,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-028,55,C4,the rule of law,zh,hanzi,baseline,法治,幾個朋友聚在一起聊天時，不知不覺就聊到了法治，討論得相當熱烈。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-028,56,C4,the rule of law,en,latin,baseline,the rule of law,"While a few friends were chatting, the conversation eventually turned to the rule of law, and they debated it with real enthusiasm.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-029,57,C5,the rule of law,zh,hanzi,baseline,法治,我昨天在圖書館翻書時，剛好讀到一段在講法治的文字。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-029,58,C5,the rule of law,en,latin,baseline,the rule of law,"While browsing in the library yesterday, I happened to read a passage that discussed the rule of law at some length.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-030,59,C6,the rule of law,zh,hanzi,baseline,法治,這本書的作者在序言裡提到，他當初動筆，就是想好好談談法治。,,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-030,60,C6,the rule of law,en,latin,baseline,the rule of law,"In the preface, the author explains that the book grew out of a wish to explore the rule of law in depth.",,,the rule of law,S,S1,,representation,core,claude-polished,Y,,
REP-031,61,C1,freedom of assembly,zh,hanzi,baseline,集會自由,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-031,62,C1,freedom of assembly,en,latin,baseline,freedom of assembly,"At last week's public forum, the participants spent a good deal of time discussing freedom of assembly and shared a range of different views.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-032,63,C2,freedom of assembly,zh,hanzi,baseline,集會自由,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識集會自由。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-032,64,C2,freedom of assembly,en,latin,baseline,freedom of assembly,"In class, the teacher used a few everyday examples to help the students understand freedom of assembly.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-033,65,C3,freedom of assembly,zh,hanzi,baseline,集會自由,有位學生下課後留下來，特地跑去問老師關於集會自由的問題。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-033,66,C3,freedom of assembly,en,latin,baseline,freedom of assembly,"After class, a student stayed behind and went up to ask the teacher about freedom of assembly in more detail.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-034,67,C4,freedom of assembly,zh,hanzi,baseline,集會自由,幾個朋友聚在一起聊天時，不知不覺就聊到了集會自由，討論得相當熱烈。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-034,68,C4,freedom of assembly,en,latin,baseline,freedom of assembly,"While a few friends were chatting, the conversation eventually turned to freedom of assembly, and they debated it with real enthusiasm.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-035,69,C5,freedom of assembly,zh,hanzi,baseline,集會自由,我昨天在圖書館翻書時，剛好讀到一段在講集會自由的文字。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-035,70,C5,freedom of assembly,en,latin,baseline,freedom of assembly,"While browsing in the library yesterday, I happened to read a passage that discussed freedom of assembly at some length.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-036,71,C6,freedom of assembly,zh,hanzi,baseline,集會自由,這本書的作者在序言裡提到，他當初動筆，就是想好好談談集會自由。,,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-036,72,C6,freedom of assembly,en,latin,baseline,freedom of assembly,"In the preface, the author explains that the book grew out of a wish to explore freedom of assembly in depth.",,,freedom of assembly,S,S1,,representation,core,claude-polished,Y,,
REP-037,73,C1,the weather,zh,hanzi,baseline,天氣,在上週的公開座談會上，與會者花了不少時間討論天氣，也各自提出了不同的看法。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-037,74,C1,the weather,en,latin,baseline,the weather,"At last week's public forum, the participants spent a good deal of time discussing the weather and shared a range of different views.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-038,75,C2,the weather,zh,hanzi,baseline,天氣,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識天氣。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-038,76,C2,the weather,en,latin,baseline,the weather,"In class, the teacher used a few everyday examples to help the students understand the weather.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-039,77,C3,the weather,zh,hanzi,baseline,天氣,有位學生下課後留下來，特地跑去問老師關於天氣的問題。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-039,78,C3,the weather,en,latin,baseline,the weather,"After class, a student stayed behind and went up to ask the teacher about the weather in more detail.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-040,79,C4,the weather,zh,hanzi,baseline,天氣,幾個朋友聚在一起聊天時，不知不覺就聊到了天氣，討論得相當熱烈。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-040,80,C4,the weather,en,latin,baseline,the weather,"While a few friends were chatting, the conversation eventually turned to the weather, and they debated it with real enthusiasm.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-041,81,C5,the weather,zh,hanzi,baseline,天氣,我昨天在圖書館翻書時，剛好讀到一段在講天氣的文字。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-041,82,C5,the weather,en,latin,baseline,the weather,"While browsing in the library yesterday, I happened to read a passage that discussed the weather at some length.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-042,83,C6,the weather,zh,hanzi,baseline,天氣,這本書的作者在序言裡提到，他當初動筆，就是想好好談談天氣。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-042,84,C6,the weather,en,latin,baseline,the weather,"In the preface, the author explains that the book grew out of a wish to explore the weather in depth.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-043,85,C1,transportation,zh,hanzi,baseline,交通,在上週的公開座談會上，與會者花了不少時間討論交通，也各自提出了不同的看法。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-043,86,C1,transportation,en,latin,baseline,transportation,"At last week's public forum, the participants spent a good deal of time discussing transportation and shared a range of different views.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-044,87,C2,transportation,zh,hanzi,baseline,交通,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識交通。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-044,88,C2,transportation,en,latin,baseline,transportation,"In class, the teacher used a few everyday examples to help the students understand transportation.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-045,89,C3,transportation,zh,hanzi,baseline,交通,有位學生下課後留下來，特地跑去問老師關於交通的問題。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-045,90,C3,transportation,en,latin,baseline,transportation,"After class, a student stayed behind and went up to ask the teacher about transportation in more detail.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-046,91,C4,transportation,zh,hanzi,baseline,交通,幾個朋友聚在一起聊天時，不知不覺就聊到了交通，討論得相當熱烈。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-046,92,C4,transportation,en,latin,baseline,transportation,"While a few friends were chatting, the conversation eventually turned to transportation, and they debated it with real enthusiasm.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-047,93,C5,transportation,zh,hanzi,baseline,交通,我昨天在圖書館翻書時，剛好讀到一段在講交通的文字。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-047,94,C5,transportation,en,latin,baseline,transportation,"While browsing in the library yesterday, I happened to read a passage that discussed transportation at some length.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-048,95,C6,transportation,zh,hanzi,baseline,交通,這本書的作者在序言裡提到，他當初動筆，就是想好好談談交通。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-048,96,C6,transportation,en,latin,baseline,transportation,"In the preface, the author explains that the book grew out of a wish to explore transportation in depth.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-049,97,C1,cooking,zh,hanzi,baseline,烹飪,在上週的公開座談會上，與會者花了不少時間討論烹飪，也各自提出了不同的看法。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-049,98,C1,cooking,en,latin,baseline,cooking,"At last week's public forum, the participants spent a good deal of time discussing cooking and shared a range of different views.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-050,99,C2,cooking,zh,hanzi,baseline,烹飪,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識烹飪。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-050,100,C2,cooking,en,latin,baseline,cooking,"In class, the teacher used a few everyday examples to help the students understand cooking.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-051,101,C3,cooking,zh,hanzi,baseline,烹飪,有位學生下課後留下來，特地跑去問老師關於烹飪的問題。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-051,102,C3,cooking,en,latin,baseline,cooking,"After class, a student stayed behind and went up to ask the teacher about cooking in more detail.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-052,103,C4,cooking,zh,hanzi,baseline,烹飪,幾個朋友聚在一起聊天時，不知不覺就聊到了烹飪，討論得相當熱烈。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-052,104,C4,cooking,en,latin,baseline,cooking,"While a few friends were chatting, the conversation eventually turned to cooking, and they debated it with real enthusiasm.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-053,105,C5,cooking,zh,hanzi,baseline,烹飪,我昨天在圖書館翻書時，剛好讀到一段在講烹飪的文字。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-053,106,C5,cooking,en,latin,baseline,cooking,"While browsing in the library yesterday, I happened to read a passage that discussed cooking at some length.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-054,107,C6,cooking,zh,hanzi,baseline,烹飪,這本書的作者在序言裡提到，他當初動筆，就是想好好談談烹飪。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-054,108,C6,cooking,en,latin,baseline,cooking,"In the preface, the author explains that the book grew out of a wish to explore cooking in depth.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-055,109,C1,gardening,zh,hanzi,baseline,園藝,在上週的公開座談會上，與會者花了不少時間討論園藝，也各自提出了不同的看法。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-055,110,C1,gardening,en,latin,baseline,gardening,"At last week's public forum, the participants spent a good deal of time discussing gardening and shared a range of different views.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-056,111,C2,gardening,zh,hanzi,baseline,園藝,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識園藝。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-056,112,C2,gardening,en,latin,baseline,gardening,"In class, the teacher used a few everyday examples to help the students understand gardening.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-057,113,C3,gardening,zh,hanzi,baseline,園藝,有位學生下課後留下來，特地跑去問老師關於園藝的問題。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-057,114,C3,gardening,en,latin,baseline,gardening,"After class, a student stayed behind and went up to ask the teacher about gardening in more detail.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-058,115,C4,gardening,zh,hanzi,baseline,園藝,幾個朋友聚在一起聊天時，不知不覺就聊到了園藝，討論得相當熱烈。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-058,116,C4,gardening,en,latin,baseline,gardening,"While a few friends were chatting, the conversation eventually turned to gardening, and they debated it with real enthusiasm.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-059,117,C5,gardening,zh,hanzi,baseline,園藝,我昨天在圖書館翻書時，剛好讀到一段在講園藝的文字。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-059,118,C5,gardening,en,latin,baseline,gardening,"While browsing in the library yesterday, I happened to read a passage that discussed gardening at some length.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-060,119,C6,gardening,zh,hanzi,baseline,園藝,這本書的作者在序言裡提到，他當初動筆，就是想好好談談園藝。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-060,120,C6,gardening,en,latin,baseline,gardening,"In the preface, the author explains that the book grew out of a wish to explore gardening in depth.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-061,121,C1,earthquakes,zh,hanzi,baseline,地震,在上週的公開座談會上，與會者花了不少時間討論地震，也各自提出了不同的看法。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-061,122,C1,earthquakes,en,latin,baseline,earthquakes,"At last week's public forum, the participants spent a good deal of time discussing earthquakes and shared a range of different views.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-062,123,C2,earthquakes,zh,hanzi,baseline,地震,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識地震。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-062,124,C2,earthquakes,en,latin,baseline,earthquakes,"In class, the teacher used a few everyday examples to help the students understand earthquakes.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-063,125,C3,earthquakes,zh,hanzi,baseline,地震,有位學生下課後留下來，特地跑去問老師關於地震的問題。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-063,126,C3,earthquakes,en,latin,baseline,earthquakes,"After class, a student stayed behind and went up to ask the teacher about earthquakes in more detail.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-064,127,C4,earthquakes,zh,hanzi,baseline,地震,幾個朋友聚在一起聊天時，不知不覺就聊到了地震，討論得相當熱烈。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-064,128,C4,earthquakes,en,latin,baseline,earthquakes,"While a few friends were chatting, the conversation eventually turned to earthquakes, and they debated it with real enthusiasm.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-065,129,C5,earthquakes,zh,hanzi,baseline,地震,我昨天在圖書館翻書時，剛好讀到一段在講地震的文字。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-065,130,C5,earthquakes,en,latin,baseline,earthquakes,"While browsing in the library yesterday, I happened to read a passage that discussed earthquakes at some length.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-066,131,C6,earthquakes,zh,hanzi,baseline,地震,這本書的作者在序言裡提到，他當初動筆，就是想好好談談地震。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-066,132,C6,earthquakes,en,latin,baseline,earthquakes,"In the preface, the author explains that the book grew out of a wish to explore earthquakes in depth.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-067,133,C1,disease,zh,hanzi,baseline,疾病,在上週的公開座談會上，與會者花了不少時間討論疾病，也各自提出了不同的看法。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-067,134,C1,disease,en,latin,baseline,disease,"At last week's public forum, the participants spent a good deal of time discussing disease and shared a range of different views.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-068,135,C2,disease,zh,hanzi,baseline,疾病,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識疾病。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-068,136,C2,disease,en,latin,baseline,disease,"In class, the teacher used a few everyday examples to help the students understand disease.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-069,137,C3,disease,zh,hanzi,baseline,疾病,有位學生下課後留下來，特地跑去問老師關於疾病的問題。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-069,138,C3,disease,en,latin,baseline,disease,"After class, a student stayed behind and went up to ask the teacher about disease in more detail.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-070,139,C4,disease,zh,hanzi,baseline,疾病,幾個朋友聚在一起聊天時，不知不覺就聊到了疾病，討論得相當熱烈。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-070,140,C4,disease,en,latin,baseline,disease,"While a few friends were chatting, the conversation eventually turned to disease, and they debated it with real enthusiasm.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-071,141,C5,disease,zh,hanzi,baseline,疾病,我昨天在圖書館翻書時，剛好讀到一段在講疾病的文字。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-071,142,C5,disease,en,latin,baseline,disease,"While browsing in the library yesterday, I happened to read a passage that discussed disease at some length.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-072,143,C6,disease,zh,hanzi,baseline,疾病,這本書的作者在序言裡提到，他當初動筆，就是想好好談談疾病。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-072,144,C6,disease,en,latin,baseline,disease,"In the preface, the author explains that the book grew out of a wish to explore disease in depth.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-073,145,C1,funerals,zh,hanzi,baseline,喪禮,在上週的公開座談會上，與會者花了不少時間討論喪禮，也各自提出了不同的看法。,,,funerals,N_arousing,S0,,representation,ext,claude-polished,Y,,
