pair_id,sent_seq,frame,entity,lang,mention_script,cell_type,mention,text,subject,subject_en,concept_en,concept_class,sens_level,stance_strength,evidence_line,part,needs_review,prop_equiv,naturalness,reviewer_notes
REP-037,0073,C1,the weather,zh,hanzi,baseline,天氣,在上週的公開座談會上，與會者花了不少時間討論天氣，也各自提出了不同的看法。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-037,0074,C1,the weather,en,latin,baseline,the weather,"At last week's public forum, the participants spent a good deal of time discussing the weather and shared a range of different views.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-038,0075,C2,the weather,zh,hanzi,baseline,天氣,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識天氣。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-038,0076,C2,the weather,en,latin,baseline,the weather,"In class, the teacher used a few everyday examples to help the students understand the weather.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-039,0077,C3,the weather,zh,hanzi,baseline,天氣,那份研究報告用了整整一個章節，仔細探討天氣在現代社會中的角色。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-039,0078,C3,the weather,en,latin,baseline,the weather,That research report devoted an entire chapter to examining the role of the weather in modern society.,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-040,0079,C4,the weather,zh,hanzi,baseline,天氣,幾個朋友聚在一起聊天時，不知不覺就聊到了天氣，討論得相當熱烈。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-040,0080,C4,the weather,en,latin,baseline,the weather,"While a few friends were chatting, the conversation eventually turned to the weather, and they debated it with real enthusiasm.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-041,0081,C5,the weather,zh,hanzi,baseline,天氣,最近一則新聞被媒體廣泛報導，讓天氣再次成為大眾關注的焦點。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-041,0082,C5,the weather,en,latin,baseline,the weather,"A recent news story drew wide media coverage, once again bringing the weather into public focus.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-042,0083,C6,the weather,zh,hanzi,baseline,天氣,這本書的作者在序言裡提到，他當初動筆，就是想好好談談天氣。,,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-042,0084,C6,the weather,en,latin,baseline,the weather,"In the preface, the author explains that the book grew out of a wish to explore the weather in depth.",,,the weather,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-043,0085,C1,transportation,zh,hanzi,baseline,交通,在上週的公開座談會上，與會者花了不少時間討論交通，也各自提出了不同的看法。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-043,0086,C1,transportation,en,latin,baseline,transportation,"At last week's public forum, the participants spent a good deal of time discussing transportation and shared a range of different views.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-044,0087,C2,transportation,zh,hanzi,baseline,交通,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識交通。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-044,0088,C2,transportation,en,latin,baseline,transportation,"In class, the teacher used a few everyday examples to help the students understand transportation.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-045,0089,C3,transportation,zh,hanzi,baseline,交通,那份研究報告用了整整一個章節，仔細探討交通在現代社會中的角色。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-045,0090,C3,transportation,en,latin,baseline,transportation,That research report devoted an entire chapter to examining the role of transportation in modern society.,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-046,0091,C4,transportation,zh,hanzi,baseline,交通,幾個朋友聚在一起聊天時，不知不覺就聊到了交通，討論得相當熱烈。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-046,0092,C4,transportation,en,latin,baseline,transportation,"While a few friends were chatting, the conversation eventually turned to transportation, and they debated it with real enthusiasm.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-047,0093,C5,transportation,zh,hanzi,baseline,交通,最近一則新聞被媒體廣泛報導，讓交通再次成為大眾關注的焦點。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-047,0094,C5,transportation,en,latin,baseline,transportation,"A recent news story drew wide media coverage, once again bringing transportation into public focus.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-048,0095,C6,transportation,zh,hanzi,baseline,交通,這本書的作者在序言裡提到，他當初動筆，就是想好好談談交通。,,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-048,0096,C6,transportation,en,latin,baseline,transportation,"In the preface, the author explains that the book grew out of a wish to explore transportation in depth.",,,transportation,N_everyday,S0,,representation,core,claude-polished,Y,,
REP-049,0097,C1,cooking,zh,hanzi,baseline,烹飪,在上週的公開座談會上，與會者花了不少時間討論烹飪，也各自提出了不同的看法。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-049,0098,C1,cooking,en,latin,baseline,cooking,"At last week's public forum, the participants spent a good deal of time discussing cooking and shared a range of different views.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-050,0099,C2,cooking,zh,hanzi,baseline,烹飪,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識烹飪。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-050,0100,C2,cooking,en,latin,baseline,cooking,"In class, the teacher used a few everyday examples to help the students understand cooking.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-051,0101,C3,cooking,zh,hanzi,baseline,烹飪,那份研究報告用了整整一個章節，仔細探討烹飪在現代社會中的角色。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-051,0102,C3,cooking,en,latin,baseline,cooking,That research report devoted an entire chapter to examining the role of cooking in modern society.,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-052,0103,C4,cooking,zh,hanzi,baseline,烹飪,幾個朋友聚在一起聊天時，不知不覺就聊到了烹飪，討論得相當熱烈。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-052,0104,C4,cooking,en,latin,baseline,cooking,"While a few friends were chatting, the conversation eventually turned to cooking, and they debated it with real enthusiasm.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-053,0105,C5,cooking,zh,hanzi,baseline,烹飪,最近一則新聞被媒體廣泛報導，讓烹飪再次成為大眾關注的焦點。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-053,0106,C5,cooking,en,latin,baseline,cooking,"A recent news story drew wide media coverage, once again bringing cooking into public focus.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-054,0107,C6,cooking,zh,hanzi,baseline,烹飪,這本書的作者在序言裡提到，他當初動筆，就是想好好談談烹飪。,,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-054,0108,C6,cooking,en,latin,baseline,cooking,"In the preface, the author explains that the book grew out of a wish to explore cooking in depth.",,,cooking,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-055,0109,C1,gardening,zh,hanzi,baseline,園藝,在上週的公開座談會上，與會者花了不少時間討論園藝，也各自提出了不同的看法。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-055,0110,C1,gardening,en,latin,baseline,gardening,"At last week's public forum, the participants spent a good deal of time discussing gardening and shared a range of different views.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-056,0111,C2,gardening,zh,hanzi,baseline,園藝,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識園藝。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-056,0112,C2,gardening,en,latin,baseline,gardening,"In class, the teacher used a few everyday examples to help the students understand gardening.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-057,0113,C3,gardening,zh,hanzi,baseline,園藝,那份研究報告用了整整一個章節，仔細探討園藝在現代社會中的角色。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-057,0114,C3,gardening,en,latin,baseline,gardening,That research report devoted an entire chapter to examining the role of gardening in modern society.,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-058,0115,C4,gardening,zh,hanzi,baseline,園藝,幾個朋友聚在一起聊天時，不知不覺就聊到了園藝，討論得相當熱烈。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-058,0116,C4,gardening,en,latin,baseline,gardening,"While a few friends were chatting, the conversation eventually turned to gardening, and they debated it with real enthusiasm.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-059,0117,C5,gardening,zh,hanzi,baseline,園藝,最近一則新聞被媒體廣泛報導，讓園藝再次成為大眾關注的焦點。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-059,0118,C5,gardening,en,latin,baseline,gardening,"A recent news story drew wide media coverage, once again bringing gardening into public focus.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-060,0119,C6,gardening,zh,hanzi,baseline,園藝,這本書的作者在序言裡提到，他當初動筆，就是想好好談談園藝。,,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-060,0120,C6,gardening,en,latin,baseline,gardening,"In the preface, the author explains that the book grew out of a wish to explore gardening in depth.",,,gardening,N_everyday,S0,,representation,ext,claude-polished,Y,,
REP-061,0121,C1,earthquakes,zh,hanzi,baseline,地震,在上週的公開座談會上，與會者花了不少時間討論地震，也各自提出了不同的看法。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-061,0122,C1,earthquakes,en,latin,baseline,earthquakes,"At last week's public forum, the participants spent a good deal of time discussing earthquakes and shared a range of different views.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-062,0123,C2,earthquakes,zh,hanzi,baseline,地震,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識地震。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-062,0124,C2,earthquakes,en,latin,baseline,earthquakes,"In class, the teacher used a few everyday examples to help the students understand earthquakes.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-063,0125,C3,earthquakes,zh,hanzi,baseline,地震,那份研究報告用了整整一個章節，仔細探討地震在現代社會中的角色。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-063,0126,C3,earthquakes,en,latin,baseline,earthquakes,That research report devoted an entire chapter to examining the role of earthquakes in modern society.,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-064,0127,C4,earthquakes,zh,hanzi,baseline,地震,幾個朋友聚在一起聊天時，不知不覺就聊到了地震，討論得相當熱烈。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-064,0128,C4,earthquakes,en,latin,baseline,earthquakes,"While a few friends were chatting, the conversation eventually turned to earthquakes, and they debated it with real enthusiasm.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-065,0129,C5,earthquakes,zh,hanzi,baseline,地震,最近一則新聞被媒體廣泛報導，讓地震再次成為大眾關注的焦點。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-065,0130,C5,earthquakes,en,latin,baseline,earthquakes,"A recent news story drew wide media coverage, once again bringing earthquakes into public focus.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-066,0131,C6,earthquakes,zh,hanzi,baseline,地震,這本書的作者在序言裡提到，他當初動筆，就是想好好談談地震。,,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-066,0132,C6,earthquakes,en,latin,baseline,earthquakes,"In the preface, the author explains that the book grew out of a wish to explore earthquakes in depth.",,,earthquakes,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-067,0133,C1,disease,zh,hanzi,baseline,疾病,在上週的公開座談會上，與會者花了不少時間討論疾病，也各自提出了不同的看法。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-067,0134,C1,disease,en,latin,baseline,disease,"At last week's public forum, the participants spent a good deal of time discussing disease and shared a range of different views.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-068,0135,C2,disease,zh,hanzi,baseline,疾病,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識疾病。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-068,0136,C2,disease,en,latin,baseline,disease,"In class, the teacher used a few everyday examples to help the students understand disease.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-069,0137,C3,disease,zh,hanzi,baseline,疾病,那份研究報告用了整整一個章節，仔細探討疾病在現代社會中的角色。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-069,0138,C3,disease,en,latin,baseline,disease,That research report devoted an entire chapter to examining the role of disease in modern society.,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-070,0139,C4,disease,zh,hanzi,baseline,疾病,幾個朋友聚在一起聊天時，不知不覺就聊到了疾病，討論得相當熱烈。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-070,0140,C4,disease,en,latin,baseline,disease,"While a few friends were chatting, the conversation eventually turned to disease, and they debated it with real enthusiasm.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-071,0141,C5,disease,zh,hanzi,baseline,疾病,最近一則新聞被媒體廣泛報導，讓疾病再次成為大眾關注的焦點。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-071,0142,C5,disease,en,latin,baseline,disease,"A recent news story drew wide media coverage, once again bringing disease into public focus.",,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
REP-072,0143,C6,disease,zh,hanzi,baseline,疾病,這本書的作者在序言裡提到，他當初動筆，就是想好好談談疾病。,,,disease,N_arousing,S0,,representation,core,claude-polished,Y,,
