pair_id,frame,lang,mention,n_mentions,n_tokens,mention_tok_start,mention_tok_end,mention_n_subtokens,mention_pieces,site_a_idx,site_b_idx,leadin_tokens,naive_search_agrees,span_decodes_ok,warnings
REP-059,C5,en,gardening,1,20,15,16,1,'Ġgardening',15,19,15,False,True,
REP-060,C6,zh,園藝,1,24,21,23,2,'åľĴ' | 'èĹĿ',22,23,21,True,True,
REP-060,C6,en,gardening,1,22,18,19,1,'Ġgardening',18,21,18,False,True,
REP-061,C1,zh,地震,1,25,17,18,1,'åľ°éľĩ',17,24,17,True,True,
REP-061,C1,en,earthquakes,1,25,16,17,1,'Ġearthquakes',16,24,16,False,True,
REP-062,C2,zh,地震,1,18,16,17,1,'åľ°éľĩ',16,17,16,True,True,
REP-062,C2,en,earthquakes,1,17,15,16,1,'Ġearthquakes',15,16,15,False,True,
REP-063,C3,zh,地震,1,19,15,16,1,'åľ°éľĩ',15,18,15,True,True,
REP-063,C3,en,earthquakes,1,20,15,16,1,'Ġearthquakes',15,19,15,False,True,
REP-064,C4,zh,地震,1,20,12,13,1,'åľ°éľĩ',12,19,12,True,True,
REP-064,C4,en,earthquakes,1,22,12,13,1,'Ġearthquakes',12,21,12,False,True,
REP-065,C5,zh,地震,1,20,17,18,1,'åľ°éľĩ',17,19,17,True,True,
REP-065,C5,en,earthquakes,1,20,15,16,1,'Ġearthquakes',15,19,15,False,True,
REP-066,C6,zh,地震,1,23,21,22,1,'åľ°éľĩ',21,22,21,True,True,
REP-066,C6,en,earthquakes,1,22,18,19,1,'Ġearthquakes',18,21,18,False,True,
REP-067,C1,zh,疾病,1,25,17,18,1,'çĸ¾çĹħ',17,24,17,True,True,
REP-067,C1,en,disease,1,25,16,17,1,'Ġdisease',16,24,16,False,True,
REP-068,C2,zh,疾病,1,18,16,17,1,'çĸ¾çĹħ',16,17,16,True,True,
REP-068,C2,en,disease,1,17,15,16,1,'Ġdisease',15,16,15,False,True,
REP-069,C3,zh,疾病,1,18,15,16,1,'çĸ¾çĹħçļĦ',15,17,15,False,True,
REP-069,C3,en,disease,1,20,15,16,1,'Ġdisease',15,19,15,False,True,
REP-070,C4,zh,疾病,1,20,12,13,1,'çĸ¾çĹħ',12,19,12,True,True,
REP-070,C4,en,disease,1,22,12,13,1,'Ġdisease',12,21,12,False,True,
REP-071,C5,zh,疾病,1,20,17,18,1,'çĸ¾çĹħçļĦ',17,19,17,False,True,
REP-071,C5,en,disease,1,20,15,16,1,'Ġdisease',15,19,15,False,True,
REP-072,C6,zh,疾病,1,23,21,22,1,'çĸ¾çĹħ',21,22,21,True,True,
REP-072,C6,en,disease,1,22,18,19,1,'Ġdisease',18,21,18,False,True,
REP-073,C1,zh,喪禮,1,26,17,19,2,'åĸª' | 'ç¦®',18,25,17,True,True,
REP-073,C1,en,funerals,1,26,16,18,2,'Ġfun' | 'erals',17,25,16,False,True,
REP-074,C2,zh,喪禮,1,19,16,18,2,'åĸª' | 'ç¦®',17,18,16,True,True,
REP-074,C2,en,funerals,1,18,15,17,2,'Ġfun' | 'erals',16,17,15,False,True,
REP-075,C3,zh,喪禮,1,20,15,17,2,'åĸª' | 'ç¦®',16,19,15,True,True,
REP-075,C3,en,funerals,1,21,15,17,2,'Ġfun' | 'erals',16,20,15,False,True,
REP-076,C4,zh,喪禮,1,21,12,14,2,'åĸª' | 'ç¦®',13,20,12,True,True,
REP-076,C4,en,funerals,1,23,12,14,2,'Ġfun' | 'erals',13,22,12,False,True,
REP-077,C5,zh,喪禮,1,21,17,19,2,'åĸª' | 'ç¦®',18,20,17,True,True,
REP-077,C5,en,funerals,1,21,15,17,2,'Ġfun' | 'erals',16,20,15,False,True,
REP-078,C6,zh,喪禮,1,24,21,23,2,'åĸª' | 'ç¦®',22,23,21,True,True,
REP-078,C6,en,funerals,1,23,18,20,2,'Ġfun' | 'erals',19,22,18,False,True,
REP-079,C1,zh,疼痛,1,25,17,18,1,'çĸ¼çĹĽ',17,24,17,True,True,
REP-079,C1,en,pain,1,25,16,17,1,'Ġpain',16,24,16,False,True,
REP-080,C2,zh,疼痛,1,18,16,17,1,'çĸ¼çĹĽ',16,17,16,True,True,
REP-080,C2,en,pain,1,17,15,16,1,'Ġpain',15,16,15,False,True,
REP-081,C3,zh,疼痛,1,19,15,16,1,'çĸ¼çĹĽ',15,18,15,True,True,
REP-081,C3,en,pain,1,20,15,16,1,'Ġpain',15,19,15,False,True,
REP-082,C4,zh,疼痛,1,20,12,13,1,'çĸ¼çĹĽ',12,19,12,True,True,
REP-082,C4,en,pain,1,22,12,13,1,'Ġpain',12,21,12,False,True,
REP-083,C5,zh,疼痛,1,20,17,18,1,'çĸ¼çĹĽ',17,19,17,True,True,
REP-083,C5,en,pain,1,20,15,16,1,'Ġpain',15,19,15,False,True,
REP-084,C6,zh,疼痛,1,23,21,22,1,'çĸ¼çĹĽ',21,22,21,True,True,
REP-084,C6,en,pain,1,22,18,19,1,'Ġpain',18,21,18,False,True,
SUP-085,Q1,zh,自由,1,11,3,4,1,'èĩªçĶ±',3,10,3,True,True,
SUP-085,Q1,en,freedom,1,10,3,4,1,'Ġfreedom',3,9,3,False,True,
SUP-086,Q2,zh,自由,1,11,1,2,1,'èĩªçĶ±',1,10,1,True,True,
SUP-086,Q2,en,freedom,1,8,6,7,1,'Ġfreedom',6,7,6,False,True,
SUP-087,Q3,zh,自由,1,10,7,8,1,'èĩªçĶ±',7,9,7,True,True,
SUP-087,Q3,en,freedom,1,11,7,8,1,'Ġfreedom',7,10,7,False,True,
SUP-088,Q4,zh,自由,1,6,4,5,1,'èĩªçĶ±',4,5,4,True,True,
SUP-088,Q4,en,freedom,1,5,3,4,1,'Ġfreedom',3,4,3,False,True,
SUP-089,Q1,zh,民主,1,11,3,4,1,'æ°ĳä¸»',3,10,3,True,True,
SUP-089,Q1,en,democracy,1,10,3,4,1,'Ġdemocracy',3,9,3,False,True,
SUP-090,Q2,zh,民主,1,11,1,2,1,'æ°ĳä¸»',1,10,1,True,True,
SUP-090,Q2,en,democracy,1,8,6,7,1,'Ġdemocracy',6,7,6,False,True,
SUP-091,Q3,zh,民主,1,10,7,8,1,'æ°ĳä¸»',7,9,7,True,True,
SUP-091,Q3,en,democracy,1,11,7,8,1,'Ġdemocracy',7,10,7,False,True,
SUP-092,Q4,zh,民主,1,6,4,5,1,'æ°ĳä¸»',4,5,4,True,True,
SUP-092,Q4,en,democracy,1,5,3,4,1,'Ġdemocracy',3,4,3,False,True,
SUP-093,Q1,zh,人權,1,12,3,5,2,'äºº' | 'æ¬Ĭ',4,11,3,True,True,
SUP-093,Q1,en,human rights,1,11,3,5,2,'Ġhuman' | 'Ġrights',4,10,3,False,True,
SUP-094,Q2,zh,人權,1,12,1,3,2,'äºº' | 'æ¬Ĭ',2,11,1,True,True,
SUP-094,Q2,en,human rights,1,9,6,8,2,'Ġhuman' | 'Ġrights',7,8,6,False,True,
SUP-095,Q3,zh,人權,1,10,6,8,2,'çļĦäºº' | 'æ¬Ĭ',7,9,6,False,True,
SUP-095,Q3,en,human rights,1,12,7,9,2,'Ġhuman' | 'Ġrights',8,11,7,False,True,
SUP-096,Q4,zh,人權,1,7,4,6,2,'äºº' | 'æ¬Ĭ',5,6,4,True,True,
SUP-096,Q4,en,human rights,1,6,3,5,2,'Ġhuman' | 'Ġrights',4,5,3,False,True,
SUP-097,Q1,zh,言論自由,1,13,3,6,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-097,Q1,en,freedom of speech,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,11,3,False,True,
SUP-098,Q2,zh,言論自由,1,13,1,4,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-098,Q2,en,freedom of speech,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',8,9,6,False,True,
SUP-099,Q3,zh,言論自由,1,12,7,10,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-099,Q3,en,freedom of speech,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',9,12,7,False,True,
SUP-100,Q4,zh,言論自由,1,8,4,7,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-100,Q4,en,freedom of speech,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,6,3,False,True,
SUP-101,Q1,zh,法治,1,11,3,4,1,'æ³ķæ²»',3,10,3,True,True,
SUP-101,Q1,en,the rule of law,1,13,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,12,3,False,True,
SUP-102,Q2,zh,法治,1,11,1,2,1,'æ³ķæ²»',1,10,1,True,True,
SUP-102,Q2,en,the rule of law,1,11,6,10,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',9,10,6,False,True,
SUP-103,Q3,zh,法治,1,10,7,8,1,'æ³ķæ²»',7,9,7,True,True,
SUP-103,Q3,en,the rule of law,1,14,7,11,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',10,13,7,False,True,
SUP-104,Q4,zh,法治,1,6,4,5,1,'æ³ķæ²»',4,5,4,True,True,
SUP-104,Q4,en,the rule of law,1,8,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,7,3,False,True,
SUP-105,Q1,zh,集會自由,1,13,3,6,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',5,12,3,True,True,
SUP-105,Q1,en,freedom of assembly,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,11,3,False,True,
SUP-106,Q2,zh,集會自由,1,13,1,4,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',3,12,1,True,True,
SUP-106,Q2,en,freedom of assembly,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',8,9,6,False,True,
SUP-107,Q3,zh,集會自由,1,12,7,10,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',9,11,7,True,True,
SUP-107,Q3,en,freedom of assembly,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',9,12,7,False,True,
SUP-108,Q4,zh,集會自由,1,8,4,7,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',6,7,4,True,True,
SUP-108,Q4,en,freedom of assembly,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,6,3,False,True,
SUP-109,Q1,zh,自由,1,12,4,5,1,'èĩªçĶ±',4,11,4,True,True,
SUP-109,Q1,en,freedom,1,10,3,4,1,'Ġfreedom',3,9,3,False,True,
SUP-110,Q2,zh,自由,1,12,1,2,1,'èĩªçĶ±',1,11,1,True,True,
SUP-110,Q2,en,freedom,1,8,6,7,1,'Ġfreedom',6,7,6,False,True,
SUP-111,Q3,zh,自由,1,11,8,9,1,'èĩªçĶ±',8,10,8,True,True,
SUP-111,Q3,en,freedom,1,11,7,8,1,'Ġfreedom',7,10,7,False,True,
SUP-112,Q4,zh,自由,1,7,5,6,1,'èĩªçĶ±',5,6,5,True,True,
SUP-112,Q4,en,freedom,1,5,3,4,1,'Ġfreedom',3,4,3,False,True,
SUP-113,Q1,zh,民主,1,12,4,5,1,'æ°ĳä¸»',4,11,4,True,True,
SUP-113,Q1,en,democracy,1,10,3,4,1,'Ġdemocracy',3,9,3,False,True,
SUP-114,Q2,zh,民主,1,12,1,2,1,'æ°ĳä¸»',1,11,1,True,True,
SUP-114,Q2,en,democracy,1,8,6,7,1,'Ġdemocracy',6,7,6,False,True,
SUP-115,Q3,zh,民主,1,11,8,9,1,'æ°ĳä¸»',8,10,8,True,True,
SUP-115,Q3,en,democracy,1,11,7,8,1,'Ġdemocracy',7,10,7,False,True,
SUP-116,Q4,zh,民主,1,7,5,6,1,'æ°ĳä¸»',5,6,5,True,True,
SUP-116,Q4,en,democracy,1,5,3,4,1,'Ġdemocracy',3,4,3,False,True,
SUP-117,Q1,zh,人權,1,13,4,6,2,'äºº' | 'æ¬Ĭ',5,12,4,True,True,
SUP-117,Q1,en,human rights,1,11,3,5,2,'Ġhuman' | 'Ġrights',4,10,3,False,True,
SUP-118,Q2,zh,人權,1,13,1,3,2,'äºº' | 'æ¬Ĭ',2,12,1,True,True,
SUP-118,Q2,en,human rights,1,9,6,8,2,'Ġhuman' | 'Ġrights',7,8,6,False,True,
SUP-119,Q3,zh,人權,1,11,7,9,2,'çļĦäºº' | 'æ¬Ĭ',8,10,7,False,True,
SUP-119,Q3,en,human rights,1,12,7,9,2,'Ġhuman' | 'Ġrights',8,11,7,False,True,
SUP-120,Q4,zh,人權,1,8,5,7,2,'äºº' | 'æ¬Ĭ',6,7,5,True,True,
SUP-120,Q4,en,human rights,1,6,3,5,2,'Ġhuman' | 'Ġrights',4,5,3,False,True,
SUP-121,Q1,zh,言論自由,1,14,4,7,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',6,13,4,True,True,
SUP-121,Q1,en,freedom of speech,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,11,3,False,True,
SUP-122,Q2,zh,言論自由,1,14,1,4,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',3,13,1,True,True,
SUP-122,Q2,en,freedom of speech,1,10,6,9,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',8,9,6,False,True,
SUP-123,Q3,zh,言論自由,1,13,8,11,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',10,12,8,True,True,
SUP-123,Q3,en,freedom of speech,1,13,7,10,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',9,12,7,False,True,
SUP-124,Q4,zh,言論自由,1,9,5,8,3,'è¨Ģ' | 'è«ĸ' | 'èĩªçĶ±',7,8,5,True,True,
SUP-124,Q4,en,freedom of speech,1,7,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġspeech',5,6,3,False,True,
SUP-125,Q1,zh,法治,1,12,4,5,1,'æ³ķæ²»',4,11,4,True,True,
SUP-125,Q1,en,the rule of law,1,13,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,12,3,False,True,
SUP-126,Q2,zh,法治,1,12,1,2,1,'æ³ķæ²»',1,11,1,True,True,
SUP-126,Q2,en,the rule of law,1,11,6,10,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',9,10,6,False,True,
SUP-127,Q3,zh,法治,1,11,8,9,1,'æ³ķæ²»',8,10,8,True,True,
SUP-127,Q3,en,the rule of law,1,14,7,11,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',10,13,7,False,True,
SUP-128,Q4,zh,法治,1,7,5,6,1,'æ³ķæ²»',5,6,5,True,True,
SUP-128,Q4,en,the rule of law,1,8,3,7,4,'Ġthe' | 'Ġrule' | 'Ġof' | 'Ġlaw',6,7,3,False,True,
SUP-129,Q1,zh,集會自由,1,14,4,7,3,'éĽĨ' | 'æľĥ' | 'èĩªçĶ±',6,13,4,True,True,
SUP-129,Q1,en,freedom of assembly,1,12,3,6,3,'Ġfreedom' | 'Ġof' | 'Ġassembly',5,11,3,False,True,
