pair_id,frame,lang,mention,n_mentions,n_tokens,mention_tok_start,mention_tok_end,mention_n_subtokens,mention_pieces,site_a_idx,site_b_idx,leadin_tokens,naive_search_agrees,span_decodes_ok,warnings
REP-016,C4,zh,人權,1,22,14,16,2,'人' | '權',15,22,13,True,True,
REP-016,C4,en,human rights,1,23,13,15,2,'▁human' | '▁rights',14,23,12,False,True,
REP-017,C5,zh,人權,1,21,17,19,2,'人' | '權',18,21,16,True,True,
REP-017,C5,en,human rights,1,21,16,18,2,'▁human' | '▁rights',17,21,15,False,True,
REP-018,C6,zh,人權,1,24,22,24,2,'人' | '權',23,24,21,True,True,
REP-018,C6,en,human rights,1,22,18,20,2,'▁human' | '▁rights',19,22,17,False,True,
REP-019,C1,zh,言論自由,1,26,17,20,3,'言' | '論' | '自由',19,26,16,True,True,
REP-019,C1,en,freedom of speech,1,28,18,21,3,'▁freedom' | '▁of' | '▁speech',20,28,17,False,True,
REP-020,C2,zh,言論自由,1,20,17,20,3,'言' | '論' | '自由',19,20,16,True,True,
REP-020,C2,en,freedom of speech,1,19,16,19,3,'▁freedom' | '▁of' | '▁speech',18,19,15,False,True,
REP-021,C3,zh,言論自由,1,21,17,20,3,'言' | '論' | '自由',19,21,16,True,True,
REP-021,C3,en,freedom of speech,1,22,16,19,3,'▁freedom' | '▁of' | '▁speech',18,22,15,False,True,
REP-022,C4,zh,言論自由,1,23,14,17,3,'言' | '論' | '自由',16,23,13,True,True,
REP-022,C4,en,freedom of speech,1,24,13,16,3,'▁freedom' | '▁of' | '▁speech',15,24,12,False,True,
REP-023,C5,zh,言論自由,1,22,17,20,3,'言' | '論' | '自由',19,22,16,True,True,
REP-023,C5,en,freedom of speech,1,22,16,19,3,'▁freedom' | '▁of' | '▁speech',18,22,15,False,True,
REP-024,C6,zh,言論自由,1,25,22,25,3,'言' | '論' | '自由',24,25,21,True,True,
REP-024,C6,en,freedom of speech,1,23,18,21,3,'▁freedom' | '▁of' | '▁speech',20,23,17,False,True,
REP-025,C1,zh,法治,1,25,17,19,2,'法' | '治',18,25,16,True,True,
REP-025,C1,en,the rule of law,1,29,18,22,4,'▁the' | '▁rule' | '▁of' | '▁law',21,29,17,False,True,
REP-026,C2,zh,法治,1,19,17,19,2,'法' | '治',18,19,16,True,True,
REP-026,C2,en,the rule of law,1,20,16,20,4,'▁the' | '▁rule' | '▁of' | '▁law',19,20,15,False,True,
REP-027,C3,zh,法治,1,20,17,19,2,'法' | '治',18,20,16,True,True,
REP-027,C3,en,the rule of law,1,23,16,20,4,'▁the' | '▁rule' | '▁of' | '▁law',19,23,15,False,True,
REP-028,C4,zh,法治,1,22,14,16,2,'法' | '治',15,22,13,True,True,
REP-028,C4,en,the rule of law,1,25,13,17,4,'▁the' | '▁rule' | '▁of' | '▁law',16,25,12,False,True,
REP-029,C5,zh,法治,1,21,17,19,2,'法' | '治',18,21,16,True,True,
REP-029,C5,en,the rule of law,1,23,16,20,4,'▁the' | '▁rule' | '▁of' | '▁law',19,23,15,False,True,
REP-030,C6,zh,法治,1,24,22,24,2,'法' | '治',23,24,21,True,True,
REP-030,C6,en,the rule of law,1,24,18,22,4,'▁the' | '▁rule' | '▁of' | '▁law',21,24,17,False,True,
REP-031,C1,zh,集會自由,1,26,17,20,3,'集' | '會' | '自由',19,26,16,True,True,
REP-031,C1,en,freedom of assembly,1,28,18,21,3,'▁freedom' | '▁of' | '▁assembly',20,28,17,False,True,
REP-032,C2,zh,集會自由,1,20,17,20,3,'集' | '會' | '自由',19,20,16,True,True,
REP-032,C2,en,freedom of assembly,1,19,16,19,3,'▁freedom' | '▁of' | '▁assembly',18,19,15,False,True,
REP-033,C3,zh,集會自由,1,21,17,20,3,'集' | '會' | '自由',19,21,16,True,True,
REP-033,C3,en,freedom of assembly,1,22,16,19,3,'▁freedom' | '▁of' | '▁assembly',18,22,15,False,True,
REP-034,C4,zh,集會自由,1,23,14,17,3,'集' | '會' | '自由',16,23,13,True,True,
REP-034,C4,en,freedom of assembly,1,24,13,16,3,'▁freedom' | '▁of' | '▁assembly',15,24,12,False,True,
REP-035,C5,zh,集會自由,1,22,17,20,3,'集' | '會' | '自由',19,22,16,True,True,
REP-035,C5,en,freedom of assembly,1,22,16,19,3,'▁freedom' | '▁of' | '▁assembly',18,22,15,False,True,
REP-036,C6,zh,集會自由,1,25,22,25,3,'集' | '會' | '自由',24,25,21,True,True,
REP-036,C6,en,freedom of assembly,1,23,18,21,3,'▁freedom' | '▁of' | '▁assembly',20,23,17,False,True,
REP-037,C1,zh,天氣,1,24,17,18,1,'天氣',17,24,16,True,True,
REP-037,C1,en,the weather,1,27,18,20,2,'▁the' | '▁weather',19,27,17,False,True,
REP-038,C2,zh,天氣,1,18,17,18,1,'天氣',17,18,16,True,True,
REP-038,C2,en,the weather,1,18,16,18,2,'▁the' | '▁weather',17,18,15,False,True,
REP-039,C3,zh,天氣,1,19,17,18,1,'天氣',17,19,16,True,True,
REP-039,C3,en,the weather,1,21,16,18,2,'▁the' | '▁weather',17,21,15,False,True,
REP-040,C4,zh,天氣,1,21,14,15,1,'天氣',14,21,13,True,True,
REP-040,C4,en,the weather,1,23,13,15,2,'▁the' | '▁weather',14,23,12,False,True,
REP-041,C5,zh,天氣,1,20,17,18,1,'天氣',17,20,16,True,True,
REP-041,C5,en,the weather,1,21,16,18,2,'▁the' | '▁weather',17,21,15,False,True,
REP-042,C6,zh,天氣,1,23,22,23,1,'天氣',22,23,21,True,True,
REP-042,C6,en,the weather,1,22,18,20,2,'▁the' | '▁weather',19,22,17,False,True,
REP-043,C1,zh,交通,1,24,17,18,1,'交通',17,24,16,True,True,
REP-043,C1,en,transportation,1,26,18,19,1,'▁transportation',18,26,17,False,True,
REP-044,C2,zh,交通,1,18,17,18,1,'交通',17,18,16,True,True,
REP-044,C2,en,transportation,1,17,16,17,1,'▁transportation',16,17,15,False,True,
REP-045,C3,zh,交通,1,19,17,18,1,'交通',17,19,16,True,True,
REP-045,C3,en,transportation,1,20,16,17,1,'▁transportation',16,20,15,False,True,
REP-046,C4,zh,交通,1,21,14,15,1,'交通',14,21,13,True,True,
REP-046,C4,en,transportation,1,22,13,14,1,'▁transportation',13,22,12,False,True,
REP-047,C5,zh,交通,1,20,17,18,1,'交通',17,20,16,True,True,
REP-047,C5,en,transportation,1,20,16,17,1,'▁transportation',16,20,15,False,True,
REP-048,C6,zh,交通,1,23,22,23,1,'交通',22,23,21,True,True,
REP-048,C6,en,transportation,1,21,18,19,1,'▁transportation',18,21,17,False,True,
REP-049,C1,zh,烹飪,1,25,17,19,2,'烹' | '飪',18,25,16,True,True,
REP-049,C1,en,cooking,1,26,18,19,1,'▁cooking',18,26,17,False,True,
REP-050,C2,zh,烹飪,1,19,17,19,2,'烹' | '飪',18,19,16,True,True,
REP-050,C2,en,cooking,1,17,16,17,1,'▁cooking',16,17,15,False,True,
REP-051,C3,zh,烹飪,1,20,17,19,2,'烹' | '飪',18,20,16,True,True,
REP-051,C3,en,cooking,1,20,16,17,1,'▁cooking',16,20,15,False,True,
REP-052,C4,zh,烹飪,1,22,14,16,2,'烹' | '飪',15,22,13,True,True,
REP-052,C4,en,cooking,1,22,13,14,1,'▁cooking',13,22,12,False,True,
REP-053,C5,zh,烹飪,1,21,17,19,2,'烹' | '飪',18,21,16,True,True,
REP-053,C5,en,cooking,1,20,16,17,1,'▁cooking',16,20,15,False,True,
REP-054,C6,zh,烹飪,1,24,22,24,2,'烹' | '飪',23,24,21,True,True,
REP-054,C6,en,cooking,1,21,18,19,1,'▁cooking',18,21,17,False,True,
REP-055,C1,zh,園藝,1,25,17,19,2,'園' | '藝',18,25,16,True,True,
REP-055,C1,en,gardening,1,26,18,19,1,'▁gardening',18,26,17,False,True,
REP-056,C2,zh,園藝,1,19,17,19,2,'園' | '藝',18,19,16,True,True,
REP-056,C2,en,gardening,1,17,16,17,1,'▁gardening',16,17,15,False,True,
REP-057,C3,zh,園藝,1,20,17,19,2,'園' | '藝',18,20,16,True,True,
REP-057,C3,en,gardening,1,20,16,17,1,'▁gardening',16,20,15,False,True,
REP-058,C4,zh,園藝,1,22,14,16,2,'園' | '藝',15,22,13,True,True,
REP-058,C4,en,gardening,1,22,13,14,1,'▁gardening',13,22,12,False,True,
REP-059,C5,zh,園藝,1,21,17,19,2,'園' | '藝',18,21,16,True,True,
REP-059,C5,en,gardening,1,20,16,17,1,'▁gardening',16,20,15,False,True,
REP-060,C6,zh,園藝,1,24,22,24,2,'園' | '藝',23,24,21,True,True,
REP-060,C6,en,gardening,1,21,18,19,1,'▁gardening',18,21,17,False,True,
REP-061,C1,zh,地震,1,24,17,18,1,'地震',17,24,16,True,True,
REP-061,C1,en,earthquakes,1,26,18,19,1,'▁earthquakes',18,26,17,False,True,
REP-062,C2,zh,地震,1,18,17,18,1,'地震',17,18,16,True,True,
REP-062,C2,en,earthquakes,1,17,16,17,1,'▁earthquakes',16,17,15,False,True,
REP-063,C3,zh,地震,1,19,17,18,1,'地震',17,19,16,True,True,
REP-063,C3,en,earthquakes,1,20,16,17,1,'▁earthquakes',16,20,15,False,True,
REP-064,C4,zh,地震,1,21,14,15,1,'地震',14,21,13,True,True,
REP-064,C4,en,earthquakes,1,22,13,14,1,'▁earthquakes',13,22,12,False,True,
REP-065,C5,zh,地震,1,20,17,18,1,'地震',17,20,16,True,True,
REP-065,C5,en,earthquakes,1,20,16,17,1,'▁earthquakes',16,20,15,False,True,
REP-066,C6,zh,地震,1,23,22,23,1,'地震',22,23,21,True,True,
REP-066,C6,en,earthquakes,1,21,18,19,1,'▁earthquakes',18,21,17,False,True,
REP-067,C1,zh,疾病,1,24,17,18,1,'疾病',17,24,16,True,True,
REP-067,C1,en,disease,1,26,18,19,1,'▁disease',18,26,17,False,True,
REP-068,C2,zh,疾病,1,18,17,18,1,'疾病',17,18,16,True,True,
REP-068,C2,en,disease,1,17,16,17,1,'▁disease',16,17,15,False,True,
REP-069,C3,zh,疾病,1,19,17,18,1,'疾病',17,19,16,True,True,
REP-069,C3,en,disease,1,20,16,17,1,'▁disease',16,20,15,False,True,
REP-070,C4,zh,疾病,1,21,14,15,1,'疾病',14,21,13,True,True,
REP-070,C4,en,disease,1,22,13,14,1,'▁disease',13,22,12,False,True,
REP-071,C5,zh,疾病,1,20,17,18,1,'疾病',17,20,16,True,True,
REP-071,C5,en,disease,1,20,16,17,1,'▁disease',16,20,15,False,True,
REP-072,C6,zh,疾病,1,23,22,23,1,'疾病',22,23,21,True,True,
REP-072,C6,en,disease,1,21,18,19,1,'▁disease',18,21,17,False,True,
REP-073,C1,zh,喪禮,1,25,17,19,2,'喪' | '禮',18,25,16,True,True,
REP-073,C1,en,funerals,1,26,18,19,1,'▁funerals',18,26,17,False,True,
REP-074,C2,zh,喪禮,1,19,17,19,2,'喪' | '禮',18,19,16,True,True,
REP-074,C2,en,funerals,1,17,16,17,1,'▁funerals',16,17,15,False,True,
REP-075,C3,zh,喪禮,1,20,17,19,2,'喪' | '禮',18,20,16,True,True,
REP-075,C3,en,funerals,1,20,16,17,1,'▁funerals',16,20,15,False,True,
REP-076,C4,zh,喪禮,1,22,14,16,2,'喪' | '禮',15,22,13,True,True,
REP-076,C4,en,funerals,1,22,13,14,1,'▁funerals',13,22,12,False,True,
REP-077,C5,zh,喪禮,1,21,17,19,2,'喪' | '禮',18,21,16,True,True,
REP-077,C5,en,funerals,1,20,16,17,1,'▁funerals',16,20,15,False,True,
REP-078,C6,zh,喪禮,1,24,22,24,2,'喪' | '禮',23,24,21,True,True,
REP-078,C6,en,funerals,1,21,18,19,1,'▁funerals',18,21,17,False,True,
REP-079,C1,zh,疼痛,1,24,17,18,1,'疼痛',17,24,16,True,True,
REP-079,C1,en,pain,1,26,18,19,1,'▁pain',18,26,17,False,True,
REP-080,C2,zh,疼痛,1,18,17,18,1,'疼痛',17,18,16,True,True,
REP-080,C2,en,pain,1,17,16,17,1,'▁pain',16,17,15,False,True,
REP-081,C3,zh,疼痛,1,19,17,18,1,'疼痛',17,19,16,True,True,
REP-081,C3,en,pain,1,20,16,17,1,'▁pain',16,20,15,False,True,
REP-082,C4,zh,疼痛,1,21,14,15,1,'疼痛',14,21,13,True,True,
REP-082,C4,en,pain,1,22,13,14,1,'▁pain',13,22,12,False,True,
REP-083,C5,zh,疼痛,1,20,17,18,1,'疼痛',17,20,16,True,True,
REP-083,C5,en,pain,1,20,16,17,1,'▁pain',16,20,15,False,True,
REP-084,C6,zh,疼痛,1,23,22,23,1,'疼痛',22,23,21,True,True,
REP-084,C6,en,pain,1,21,18,19,1,'▁pain',18,21,17,False,True,
SUP-085,Q1,zh,自由,1,11,4,5,1,'自由',4,11,3,True,True,
SUP-085,Q1,en,freedom,1,10,4,5,1,'▁freedom',4,10,3,False,True,
SUP-086,Q2,zh,自由,1,10,2,3,1,'自由',2,10,1,True,True,
SUP-086,Q2,en,freedom,1,8,7,8,1,'▁freedom',7,8,6,False,True,
SUP-087,Q3,zh,自由,1,8,6,7,1,'自由',6,8,5,True,True,
SUP-087,Q3,en,freedom,1,11,8,9,1,'▁freedom',8,11,7,False,True,
SUP-088,Q4,zh,自由,1,6,5,6,1,'自由',5,6,4,True,True,
SUP-088,Q4,en,freedom,1,5,4,5,1,'▁freedom',4,5,3,False,True,
SUP-089,Q1,zh,民主,1,11,4,5,1,'民主',4,11,3,True,True,
SUP-089,Q1,en,democracy,1,10,4,5,1,'▁democracy',4,10,3,False,True,
SUP-090,Q2,zh,民主,1,10,2,3,1,'民主',2,10,1,True,True,
SUP-090,Q2,en,democracy,1,8,7,8,1,'▁democracy',7,8,6,False,True,
SUP-091,Q3,zh,民主,1,8,6,7,1,'民主',6,8,5,True,True,
SUP-091,Q3,en,democracy,1,11,8,9,1,'▁democracy',8,11,7,False,True,
SUP-092,Q4,zh,民主,1,6,5,6,1,'民主',5,6,4,True,True,
SUP-092,Q4,en,democracy,1,5,4,5,1,'▁democracy',4,5,3,False,True,
SUP-093,Q1,zh,人權,1,12,4,6,2,'人' | '權',5,12,3,True,True,
SUP-093,Q1,en,human rights,1,11,4,6,2,'▁human' | '▁rights',5,11,3,False,True,
SUP-094,Q2,zh,人權,1,11,2,4,2,'人' | '權',3,11,1,True,True,
SUP-094,Q2,en,human rights,1,9,7,9,2,'▁human' | '▁rights',8,9,6,False,True,
SUP-095,Q3,zh,人權,1,9,6,8,2,'的人' | '權',7,9,5,False,True,
SUP-095,Q3,en,human rights,1,12,8,10,2,'▁human' | '▁rights',9,12,7,False,True,
SUP-096,Q4,zh,人權,1,7,5,7,2,'人' | '權',6,7,4,True,True,
SUP-096,Q4,en,human rights,1,6,4,6,2,'▁human' | '▁rights',5,6,3,False,True,
SUP-097,Q1,zh,言論自由,1,13,4,7,3,'言' | '論' | '自由',6,13,3,True,True,
SUP-097,Q1,en,freedom of speech,1,12,4,7,3,'▁freedom' | '▁of' | '▁speech',6,12,3,False,True,
SUP-098,Q2,zh,言論自由,1,12,2,5,3,'言' | '論' | '自由',4,12,1,True,True,
SUP-098,Q2,en,freedom of speech,1,10,7,10,3,'▁freedom' | '▁of' | '▁speech',9,10,6,False,True,
SUP-099,Q3,zh,言論自由,1,10,6,9,3,'言' | '論' | '自由',8,10,5,True,True,
SUP-099,Q3,en,freedom of speech,1,13,8,11,3,'▁freedom' | '▁of' | '▁speech',10,13,7,False,True,
SUP-100,Q4,zh,言論自由,1,8,5,8,3,'言' | '論' | '自由',7,8,4,True,True,
SUP-100,Q4,en,freedom of speech,1,7,4,7,3,'▁freedom' | '▁of' | '▁speech',6,7,3,False,True,
SUP-101,Q1,zh,法治,1,12,4,6,2,'法' | '治',5,12,3,True,True,
SUP-101,Q1,en,the rule of law,1,13,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,13,3,False,True,
SUP-102,Q2,zh,法治,1,11,2,4,2,'法' | '治',3,11,1,True,True,
SUP-102,Q2,en,the rule of law,1,11,7,11,4,'▁the' | '▁rule' | '▁of' | '▁law',10,11,6,False,True,
SUP-103,Q3,zh,法治,1,9,6,8,2,'法' | '治',7,9,5,True,True,
SUP-103,Q3,en,the rule of law,1,14,8,12,4,'▁the' | '▁rule' | '▁of' | '▁law',11,14,7,False,True,
SUP-104,Q4,zh,法治,1,7,5,7,2,'法' | '治',6,7,4,True,True,
SUP-104,Q4,en,the rule of law,1,8,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,8,3,False,True,
SUP-105,Q1,zh,集會自由,1,13,4,7,3,'集' | '會' | '自由',6,13,3,True,True,
SUP-105,Q1,en,freedom of assembly,1,12,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,12,3,False,True,
SUP-106,Q2,zh,集會自由,1,12,2,5,3,'集' | '會' | '自由',4,12,1,True,True,
SUP-106,Q2,en,freedom of assembly,1,10,7,10,3,'▁freedom' | '▁of' | '▁assembly',9,10,6,False,True,
SUP-107,Q3,zh,集會自由,1,10,6,9,3,'集' | '會' | '自由',8,10,5,True,True,
SUP-107,Q3,en,freedom of assembly,1,13,8,11,3,'▁freedom' | '▁of' | '▁assembly',10,13,7,False,True,
SUP-108,Q4,zh,集會自由,1,8,5,8,3,'集' | '會' | '自由',7,8,4,True,True,
SUP-108,Q4,en,freedom of assembly,1,7,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,7,3,False,True,
SUP-109,Q1,zh,自由,1,11,4,5,1,'自由',4,11,3,True,True,
SUP-109,Q1,en,freedom,1,10,4,5,1,'▁freedom',4,10,3,False,True,
SUP-110,Q2,zh,自由,1,10,2,3,1,'自由',2,10,1,True,True,
SUP-110,Q2,en,freedom,1,8,7,8,1,'▁freedom',7,8,6,False,True,
SUP-111,Q3,zh,自由,1,8,6,7,1,'自由',6,8,5,True,True,
SUP-111,Q3,en,freedom,1,11,8,9,1,'▁freedom',8,11,7,False,True,
SUP-112,Q4,zh,自由,1,6,5,6,1,'自由',5,6,4,True,True,
SUP-112,Q4,en,freedom,1,5,4,5,1,'▁freedom',4,5,3,False,True,
SUP-113,Q1,zh,民主,1,11,4,5,1,'民主',4,11,3,True,True,
SUP-113,Q1,en,democracy,1,10,4,5,1,'▁democracy',4,10,3,False,True,
SUP-114,Q2,zh,民主,1,10,2,3,1,'民主',2,10,1,True,True,
SUP-114,Q2,en,democracy,1,8,7,8,1,'▁democracy',7,8,6,False,True,
SUP-115,Q3,zh,民主,1,8,6,7,1,'民主',6,8,5,True,True,
SUP-115,Q3,en,democracy,1,11,8,9,1,'▁democracy',8,11,7,False,True,
SUP-116,Q4,zh,民主,1,6,5,6,1,'民主',5,6,4,True,True,
SUP-116,Q4,en,democracy,1,5,4,5,1,'▁democracy',4,5,3,False,True,
SUP-117,Q1,zh,人權,1,12,4,6,2,'人' | '權',5,12,3,True,True,
SUP-117,Q1,en,human rights,1,11,4,6,2,'▁human' | '▁rights',5,11,3,False,True,
SUP-118,Q2,zh,人權,1,11,2,4,2,'人' | '權',3,11,1,True,True,
SUP-118,Q2,en,human rights,1,9,7,9,2,'▁human' | '▁rights',8,9,6,False,True,
SUP-119,Q3,zh,人權,1,9,6,8,2,'的人' | '權',7,9,5,False,True,
SUP-119,Q3,en,human rights,1,12,8,10,2,'▁human' | '▁rights',9,12,7,False,True,
SUP-120,Q4,zh,人權,1,7,5,7,2,'人' | '權',6,7,4,True,True,
SUP-120,Q4,en,human rights,1,6,4,6,2,'▁human' | '▁rights',5,6,3,False,True,
SUP-121,Q1,zh,言論自由,1,13,4,7,3,'言' | '論' | '自由',6,13,3,True,True,
SUP-121,Q1,en,freedom of speech,1,12,4,7,3,'▁freedom' | '▁of' | '▁speech',6,12,3,False,True,
SUP-122,Q2,zh,言論自由,1,12,2,5,3,'言' | '論' | '自由',4,12,1,True,True,
SUP-122,Q2,en,freedom of speech,1,10,7,10,3,'▁freedom' | '▁of' | '▁speech',9,10,6,False,True,
SUP-123,Q3,zh,言論自由,1,10,6,9,3,'言' | '論' | '自由',8,10,5,True,True,
SUP-123,Q3,en,freedom of speech,1,13,8,11,3,'▁freedom' | '▁of' | '▁speech',10,13,7,False,True,
SUP-124,Q4,zh,言論自由,1,8,5,8,3,'言' | '論' | '自由',7,8,4,True,True,
SUP-124,Q4,en,freedom of speech,1,7,4,7,3,'▁freedom' | '▁of' | '▁speech',6,7,3,False,True,
SUP-125,Q1,zh,法治,1,12,4,6,2,'法' | '治',5,12,3,True,True,
SUP-125,Q1,en,the rule of law,1,13,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,13,3,False,True,
SUP-126,Q2,zh,法治,1,11,2,4,2,'法' | '治',3,11,1,True,True,
SUP-126,Q2,en,the rule of law,1,11,7,11,4,'▁the' | '▁rule' | '▁of' | '▁law',10,11,6,False,True,
SUP-127,Q3,zh,法治,1,9,6,8,2,'法' | '治',7,9,5,True,True,
SUP-127,Q3,en,the rule of law,1,14,8,12,4,'▁the' | '▁rule' | '▁of' | '▁law',11,14,7,False,True,
SUP-128,Q4,zh,法治,1,7,5,7,2,'法' | '治',6,7,4,True,True,
SUP-128,Q4,en,the rule of law,1,8,4,8,4,'▁the' | '▁rule' | '▁of' | '▁law',7,8,3,False,True,
SUP-129,Q1,zh,集會自由,1,13,4,7,3,'集' | '會' | '自由',6,13,3,True,True,
SUP-129,Q1,en,freedom of assembly,1,12,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,12,3,False,True,
SUP-130,Q2,zh,集會自由,1,12,2,5,3,'集' | '會' | '自由',4,12,1,True,True,
SUP-130,Q2,en,freedom of assembly,1,10,7,10,3,'▁freedom' | '▁of' | '▁assembly',9,10,6,False,True,
SUP-131,Q3,zh,集會自由,1,10,6,9,3,'集' | '會' | '自由',8,10,5,True,True,
SUP-131,Q3,en,freedom of assembly,1,13,8,11,3,'▁freedom' | '▁of' | '▁assembly',10,13,7,False,True,
SUP-132,Q4,zh,集會自由,1,8,5,8,3,'集' | '會' | '自由',7,8,4,True,True,
SUP-132,Q4,en,freedom of assembly,1,7,4,7,3,'▁freedom' | '▁of' | '▁assembly',6,7,3,False,True,
SUP-133,Q1,zh,自由,1,11,4,5,1,'自由',4,11,3,True,True,
SUP-133,Q1,en,freedom,1,12,6,7,1,'▁freedom',6,12,5,False,True,
SUP-134,Q2,zh,自由,1,10,2,3,1,'自由',2,10,1,True,True,
SUP-134,Q2,en,freedom,1,10,9,10,1,'▁freedom',9,10,8,False,True,
SUP-135,Q3,zh,自由,1,8,6,7,1,'自由',6,8,5,True,True,
SUP-135,Q3,en,freedom,1,13,8,9,1,'▁freedom',8,13,7,False,True,
SUP-136,Q4,zh,自由,1,6,5,6,1,'自由',5,6,4,True,True,
SUP-136,Q4,en,freedom,1,7,6,7,1,'▁freedom',6,7,5,False,True,
SUP-137,Q1,zh,民主,1,11,4,5,1,'民主',4,11,3,True,True,
SUP-137,Q1,en,democracy,1,12,6,7,1,'▁democracy',6,12,5,False,True,
SUP-138,Q2,zh,民主,1,10,2,3,1,'民主',2,10,1,True,True,
SUP-138,Q2,en,democracy,1,10,9,10,1,'▁democracy',9,10,8,False,True,
SUP-139,Q3,zh,民主,1,8,6,7,1,'民主',6,8,5,True,True,
SUP-139,Q3,en,democracy,1,13,8,9,1,'▁democracy',8,13,7,False,True,
SUP-140,Q4,zh,民主,1,6,5,6,1,'民主',5,6,4,True,True,
SUP-140,Q4,en,democracy,1,7,6,7,1,'▁democracy',6,7,5,False,True,
SUP-141,Q1,zh,人權,1,12,4,6,2,'人' | '權',5,12,3,True,True,
SUP-141,Q1,en,human rights,1,13,6,8,2,'▁human' | '▁rights',7,13,5,False,True,
SUP-142,Q2,zh,人權,1,11,2,4,2,'人' | '權',3,11,1,True,True,
SUP-142,Q2,en,human rights,1,11,9,11,2,'▁human' | '▁rights',10,11,8,False,True,
SUP-143,Q3,zh,人權,1,9,6,8,2,'的人' | '權',7,9,5,False,True,
SUP-143,Q3,en,human rights,1,14,8,10,2,'▁human' | '▁rights',9,14,7,False,True,
SUP-144,Q4,zh,人權,1,7,5,7,2,'人' | '權',6,7,4,True,True,
SUP-144,Q4,en,human rights,1,8,6,8,2,'▁human' | '▁rights',7,8,5,False,True,
SUP-145,Q1,zh,言論自由,1,13,4,7,3,'言' | '論' | '自由',6,13,3,True,True,
SUP-145,Q1,en,freedom of speech,1,14,6,9,3,'▁freedom' | '▁of' | '▁speech',8,14,5,False,True,
SUP-146,Q2,zh,言論自由,1,12,2,5,3,'言' | '論' | '自由',4,12,1,True,True,
SUP-146,Q2,en,freedom of speech,1,12,9,12,3,'▁freedom' | '▁of' | '▁speech',11,12,8,False,True,
SUP-147,Q3,zh,言論自由,1,10,6,9,3,'言' | '論' | '自由',8,10,5,True,True,
SUP-147,Q3,en,freedom of speech,1,15,8,11,3,'▁freedom' | '▁of' | '▁speech',10,15,7,False,True,
SUP-148,Q4,zh,言論自由,1,8,5,8,3,'言' | '論' | '自由',7,8,4,True,True,
SUP-148,Q4,en,freedom of speech,1,9,6,9,3,'▁freedom' | '▁of' | '▁speech',8,9,5,False,True,
