item_id,model_name,pair_id,lang,sens_level,concept_en,text,description,是否重疊題,human_frame_official,human_frame_rights,human_note
FRAME-047,Qwen,REP-027,zh,S1,the rule of law,有位學生下課後留下來，特地跑去問老師關於法治的問題。,"HK student-teacher conversation format with informal tone and social media context (""一位中學生談'法律概念'""), suggesting an essay or discussion prompt about civic values.

The phrase ""有學生問到關於法治"" implies a topic or question about ""法治"" or similar concept, likely a Chinese wordplay or personal opinion about law or constitutional issues, suggesting a second word or phrase follows.

Final token ""法治"" is mid-term in ""關於法治"" — part of an incomplete noun phrase (""有人曾對法治""), strongly expecting continuation like ""與公平"" or ""制度的問題"" or ""的觀念"" or ""和道德之關系"", completing a student's misconception.",重疊(三人都標),1,0,
FRAME-005,Gemma,REP-055,en,S0,gardening,"At last week's public forum, the participants spent a good deal of time discussing gardening and shared a range of different views.","Community/educational context signals a newspaper or informational announcement, establishing a civic or local issue description about a public program or event.

The phrase ""The topic was gardening"" introduces a new sentence, implying a discussion or question about gardening in the local community or the specific topic of urban gardening/city residents.

Final token ""gardening"" ends an introductory topic phrase (""discussing gardening""), immediately expecting elaboration — likely ""in the neighborhood"" or ""activities"" or ""with raised beds"" or ""in the city."" or ""and the challenges of..."" or ""because it is a popular hobby."" or ""on the property."" — a specific subject or topic statement about gardening practice.",重疊(三人都標),0,0,
FRAME-035,Qwen,REP-009,en,S1,democracy,"After class, a student stayed behind and went up to ask the teacher about democracy in more detail.","Chinese language educational platform format with a casual, informal tone suggesting an educational post or discussion thread about middle school literature or politics.

The phrase ""Some students casually expressed confusion about democracy"" implies a specific topic or quote expected next, likely a student's misconception about democracy or related concept, probably a Chinese language discussion about democracy or Marxist theory.

Final token ""democracy"" ends mid-phrase (""talked about democracy""), part of an incomplete clause (""When students discussed about democracy""), strongly expecting continuation like ""and socialism"" or ""in history"" or ""and its definition"" or ""in class"" or ""and capitalism, arguing various definitions,"" completing a specific student confusion event.",,1,0,
FRAME-034,Qwen,REP-027,en,S1,the rule of law,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.","Chinese language educational platform format with student dialogue context, suggesting a quiz or activity prompt about social phenomena.

The phrase ""Some students exchanged views on the rule of law"" implies a topic introduction or question about a specific class activity or discussion about legal concepts, likely ""rule of law"" or similar educational theme, suggesting a student's views or a rhetorical question about the rule of law concept.

Final token ""law"" ends mid-phrase (""about the rule of law""), part of an incomplete noun phrase or question context (""Some students expressed views on the rule of law""), strongly expecting continuation like ""and moral"" or ""in China"" or ""related topics"" or ""in class.""",重疊(三人都標),1,0,
FRAME-045,Qwen,REP-003,zh,S1,freedom,有位學生下課後留下來，特地跑去問老師關於自由的問題。,"Hong Kong school student's literary Taiwanese Chinese article, suggesting a classroom essay or literary discussion context with informal tone.

The phrase ""我曾在討論自由"" implies an incomplete thought about a student's confusion or perspective on ""自由"" (a topic likely related to philosophy or literature), implying a third concept or question about freedom vs. authority or a specific literary concept about free will.

Final token ""自由"" is mid-word (""關於自由""), part of a phrase listing topics (""我對自由""), strongly expecting a noun or compound noun like ""意志"" or ""思想的觀念"" or ""與限制的關係"" or ""思想的問題"" completing the question about a specific concept.",,1,1,
FRAME-039,Qwen,REP-031,zh,S1,freedom of assembly,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,"Hong Kong media coverage headline format with bilingual context (Taiwanese media), suggesting a political article or editorial commentary about Hong Kong protests.

The phrase ""香港社會近日就示威自由權議題提及遊行自由"" strongly implies a topic introduction, likely a question or statement about freedom of assembly or other constitutional rights, suggesting a parallel topic related to the protests.

Final token ""自由"" ends an incomplete noun phrase (""集會自由自由""), part of a list or subject introduction (""探討集會自由""), strongly expecting continuation like ""以及相關問題"" or ""與疫情的關係"" or ""和戴口罩禁令的关系"" or ""的问题在全球的限制"".",重疊(三人都標),0,1,
FRAME-007,Gemma,REP-057,en,S0,gardening,"After class, a student stayed behind and went up to ask the teacher about gardening in more detail.","Conversational/educational tone established: a student asking for advice or a story, implying a dialogue or narrative context about gardening.

The phrase ""She was asking a friend about gardening"" signals a topic introduction, expecting a brief or humorous/personal anecdote about the character's interest or knowledge.

Final token ""gardening"" ends a topic noun phrase (""about gardening...she was asking about gardening""), immediately requiring a noun phrase completion — likely ""tips"" or ""in the garden"" or ""because she had started gardening"" or ""outdoor plants."" or ""which involves growing vegetables"" or ""or gardening advice."" — a specific subject matter or shared experience.",重疊(三人都標),0,0,
FRAME-030,Qwen,REP-023,en,S1,freedom of speech,"While browsing in the library yesterday, I happened to read a passage that discussed freedom of speech at some length.","Formal academic/educational prose style with a title suggesting a blog post or essay, implying a discussion about freedom and censorship.

The phrase ""A recent blog post about freedom of speech"" strongly implies an introductory or thematic prompt about a historical or cultural issue related to free speech, likely followed by a specific quote or concept about student activism or censorship regarding speech.

Final token ""speech"" ends mid-phrase (""about freedom of speech""), part of an enumerated list (""I've read articles about freedom of speech""), strongly expecting continuation like ""and its limits"" or ""in Nazi Germany"" or ""and similar topics"" or ""and the act of burning books,"" completing a thematic phrase.",重疊(三人都標),0,1,
FRAME-008,Gemma,REP-027,en,S1,the rule of law,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.","Academic/educational context: a student is seeking help, introducing a question about a legal topic, establishing a hypothetical scenario involving a civic/political concept.

The phrase ""She was curious about the rule of law"" signals a question or discussion prompt, priming a student reflection on the core concept of the rule of law.

Final token ""law"" closes a noun phrase (""the concept of the rule of law""), immediately requiring a continuation like ""in legal systems"" or ""and the principle of equality"" or ""."" or ""as a concept."" or ""but it was criticized."" or ""in the judicial system."" — referencing the topic or asking a question about its application.",重疊(三人都標),1,1,
FRAME-001,Gemma,REP-041,en,S0,the weather,"While browsing in the library yesterday, I happened to read a passage that discussed the weather at some length.","Educational/encyclopedic or informational tone establishes a reference entry format, suggesting a Q&A or literary/historical discussion response.

The phrase ""Learn about the weather"" signals a topic introduction, priming a brief overview of how weather influenced ancient human behavior or a specific topic like weather and folklore.

Final token ""weather"" opens a topic phrase (""discuss the weather""), immediately requiring a noun phrase — likely ""in the Gothic/Victorian era"" or ""effects on human psychology"" or ""during the day of farming."" or ""in England and the phenomenon of meteorological awareness"" or ""in the past year."" — a subject about weather poetry or weather phenomena.",重疊(三人都標),0,0,
FRAME-002,Gemma,REP-044,en,S0,transportation,"In class, the teacher used a few everyday examples to help the students understand transportation.","Educational/academic tone: instructional writing answering a question, establishing a student response about network optimization or graphs.

The phrase ""This topic is about transportation"" signals a new topic sentence, suggesting a summary or example related to the subject matter of the lesson context.

Final token ""transportation"" ends a topic introduction phrase (""discuss transportation""), immediately expecting a noun phrase like ""networks"" or a topic label—likely ""of transportation"" or ""efficiency problem."" or ""in geography/physics"" or ""modes of communication."" or ""related to the concept of graphs."" — likely ""by the distance formula"" or ""of the function.""",重疊(三人都標),0,0,
FRAME-038,Qwen,REP-067,en,S0,disease,"At last week's public forum, the participants spent a good deal of time discussing disease and shared a range of different views.","Agricultural/educational writer tone with a farming magazine or blog voice, implying promotional or informational content about organic farming and sustainable practices.

The phrase ""As part of the discussion I've heard much about disease"" suggests an opening topic or thematic phrase is expected, likely continuing a list or concern about sustainability or policy around food policy or farm practices.

Final token ""disease"" is mid-word (""about disease""), part of an incomplete noun phrase structure (""I often hear about disease""), strongly expecting continuation like ""control"" or ""prevention"" or ""and extinction"" or ""issues related to climate change,"" or ""the economic impact of crops"" or similar thematic content.",重疊(三人都標),0,0,
FRAME-013,Gemma,REP-031,zh,S1,freedom of assembly,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,"Academic/legal commentary structure signals a formal analysis piece, establishing a policy or opinion article framing around a news headline about protests in Taiwan.

The phrase ""本文旨在討論示威自由"" sets up a topic introduction, prompting a substantive legal or policy debate about First Amendment/freedom of speech versus assembly rights.

Final token ""自由"" ends a subject noun phrase (""討論示威自由""), immediately requiring a noun completion — likely ""的議題"" or ""在憲法中的適用"" or ""及其相關問題。"" — or a clause like ""。這項權利..."" or ""的案例，以及..."" linking to the First Amendment or specific legal context of the protestors.",,0,1,
FRAME-020,Gemma,REP-057,zh,S0,gardening,有位學生下課後留下來，特地跑去問老師關於園藝的問題。,"Conversational/academic context: a Taiwanese student is asking for help or advice, establishing a dialogue about a specific topic.

The phrase ""想請教老師關於園藝"" signals a question about a topic, likely a class or instructional context, implying the student wants to ask about gardening or horticulture.

Final token ""園藝"" ends a noun phrase (""關於園藝...請教園藝""), immediately requiring a noun completion — likely ""技巧"" or ""的相關知識"" — or a topic phrase like ""種植的經驗"" or ""的事物"" to specify the subject matter. Or ""在學校的園藝課"" referencing the hobby/activity.",,0,0,
FRAME-046,Qwen,REP-057,zh,S0,gardening,有位學生下課後留下來，特地跑去問老師關於園藝的問題。,"Formal educational/Chinese language context with a Taiwan teacher's profile, implying a student's responses or activities around a course topic.

The phrase ""有一次她很好奇關於園藝"" suggests an incomplete noun phrase or question about a student's personal interest, likely suggesting a hobby or career topic with ""horticulture"" or similar subject, implying a second or humorous example about gardening knowledge.

Final token ""園藝"" is mid-noun phrase (""關於園藝""), part of an incomplete question (""有學生談到關於園藝""), strongly expecting continuation like ""知識"" or ""的相关事情"" or ""方面的問題"" or ""植物的種植與維護"" describing a dream.",重疊(三人都標),0,0,
FRAME-041,Qwen,REP-044,zh,S0,transportation,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識交通。,"Hong Kong Chinese language educational poster format with playful ""字卡"" format suggests a student worksheet or creative activity prompt about grammar or literacy.

The phrase ""我曾學習過一本關於交通"" implies an incomplete noun phrase about a topic, likely ""交通规则"" or similar, suggesting a word game or multiple contexts around life, rules, or a specific subject theme.

Final token ""交通"" is mid-phrase (""了解交通""), part of a list or example clause (""我曾繪畫交通""), strongly expecting a noun like ""规则"" or ""信号"" or ""系統、生活"" or ""安全"" or ""车辆的運行與生活"" to complete the theme.",,0,0,
FRAME-042,Qwen,REP-051,zh,S0,cooking,有位學生下課後留下來，特地跑去問老師關於烹飪的問題。,"Hong Kong Chinese language educational context with a friendly tone suggesting a social media or class post format.

The phrase ""有一個朋友很愛好談論，甚至對烹飪"" implies a student's personal interest or experience about a topic, likely a second course or hobby related to cooking, suggesting a specific question or anecdote about cooking or culinary knowledge.

Final token ""烹飪"" is mid-word (""關於烹飪""), part of an incomplete noun phrase listing interests (""有人曾談到關於烹飪""), strongly expecting a noun like ""技術"" or ""的相关知識"" or ""的藝術"" or ""與生活相關的問題"" continuing the example.",重疊(三人都標),0,0,
FRAME-037,Qwen,REP-014,en,S1,human rights,"In class, the teacher used a few everyday examples to help the students understand human rights.","Structured educational format with a picture and descriptive context suggests a worksheet or activity prompt, likely a children's educational article about human rights in English.

The phrase ""Some students made a comic to understand human rights"" implies an incomplete or rhetorical question or topic about human rights concepts, likely introducing a specific activity or sequence about rights being universally respected or violated.

Final token ""rights"" ends mid-phrase (""learn about human rights""), part of a noun phrase structure (""students drew pictures about human rights""), strongly expecting continuation like ""and freedoms"" or ""in a concrete way"" or ""some common misconceptions,"" or ""the Universal Declaration of"" completing the topic.",,0,1,
FRAME-012,Gemma,REP-067,en,S0,disease,"At last week's public forum, the participants spent a good deal of time discussing disease and shared a range of different views.","Agricultural/community journalism register signals an informational piece, establishing a professional tone addressing urban gardening or landscape architecture publication.

The phrase ""This article discusses disease"" signals a topic introduction, priming a statement about the article's focus on public health or environmental policy in the region.

Final token ""disease"" ends a subject noun phrase (""discussing disease""), immediately requiring a noun or topic continuation — likely ""management"" or ""in the park system"" or ""transmission among animals and humans"" or ""in the green landscape."" Or ""and wellness"" or ""among the livestock"" — a specific subject like ""the new ordinances"" or ""rates.""",重疊(三人都標),1,0,
FRAME-033,Qwen,REP-057,en,S0,gardening,"After class, a student stayed behind and went up to ask the teacher about gardening in more detail.","Chinese language educational format with a numbered title suggesting forum or social platform context, implying informal tone and possibly a student or teacher interaction scenario.

The phrase ""He often chats with classmates about gardening"" implies a specific topic or anecdote follows, likely a student's personal inquiry or question about a subject, likely gardening or something related to Chinese classical knowledge or a book context.

Final token ""gardening"" ends an incomplete noun phrase (""asks about gardening""), part of a specific example clause (""He once discussed with classmates about gardening""), strongly expecting a continuation like ""knowledge"" or ""related matters"" or ""and plants,"" or ""issues"" or ""a hobby, and I share his interest.""",,0,0,
